line,loc,length,bug type,approach
9,8,4,tx.origin,code snippet injection
15,14,3,tx.origin,code snippet injection
28,27,4,tx.origin,code snippet injection
50,49,4,tx.origin,code snippet injection
59,58,4,tx.origin,code snippet injection
64,63,4,tx.origin,code snippet injection
69,68,3,tx.origin,code snippet injection
74,73,4,tx.origin,code snippet injection
81,80,4,tx.origin,code snippet injection
86,85,4,tx.origin,code snippet injection
93,92,4,tx.origin,code snippet injection
100,99,4,tx.origin,code snippet injection
107,106,4,tx.origin,code snippet injection
128,127,4,tx.origin,code snippet injection
153,152,4,tx.origin,code snippet injection
170,169,3,tx.origin,code snippet injection
189,188,3,tx.origin,code snippet injection
207,206,4,tx.origin,code snippet injection
230,229,3,tx.origin,code snippet injection
251,250,4,tx.origin,code snippet injection
263,262,4,tx.origin,code snippet injection
268,267,4,tx.origin,code snippet injection
274,273,4,tx.origin,code snippet injection
281,280,4,tx.origin,code snippet injection
293,292,4,tx.origin,code snippet injection
309,308,4,tx.origin,code snippet injection
323,322,4,tx.origin,code snippet injection
335,334,3,tx.origin,code snippet injection
346,345,4,tx.origin,code snippet injection
356,355,3,tx.origin,code snippet injection
368,367,4,tx.origin,code snippet injection
