line,loc,length,bug type,approach
10,9,3,tx.origin,code snippet injection
18,17,4,tx.origin,code snippet injection
31,30,4,tx.origin,code snippet injection
39,38,4,tx.origin,code snippet injection
44,43,3,tx.origin,code snippet injection
54,53,4,tx.origin,code snippet injection
62,61,4,tx.origin,code snippet injection
71,70,4,tx.origin,code snippet injection
76,75,4,tx.origin,code snippet injection
81,80,4,tx.origin,code snippet injection
86,85,4,tx.origin,code snippet injection
91,90,4,tx.origin,code snippet injection
96,95,4,tx.origin,code snippet injection
101,100,3,tx.origin,code snippet injection
178,177,4,tx.origin,code snippet injection
183,182,4,tx.origin,code snippet injection
188,187,3,tx.origin,code snippet injection
192,191,4,tx.origin,code snippet injection
197,196,4,tx.origin,code snippet injection
202,201,4,tx.origin,code snippet injection
207,206,4,tx.origin,code snippet injection
213,212,3,tx.origin,code snippet injection
218,217,4,tx.origin,code snippet injection
223,222,3,tx.origin,code snippet injection
227,226,4,tx.origin,code snippet injection
232,231,4,tx.origin,code snippet injection
237,236,4,tx.origin,code snippet injection
242,241,4,tx.origin,code snippet injection
287,286,3,tx.origin,code snippet injection
306,305,4,tx.origin,code snippet injection
335,334,3,tx.origin,code snippet injection
375,374,4,tx.origin,code snippet injection
401,400,4,tx.origin,code snippet injection
431,430,4,tx.origin,code snippet injection
462,461,4,tx.origin,code snippet injection
520,519,3,tx.origin,code snippet injection
