line,loc,length,bug type,approach
258,257,4,tx.origin,code snippet injection
253,252,4,tx.origin,code snippet injection
248,247,4,tx.origin,code snippet injection
383,382,4,tx.origin,code snippet injection
373,372,3,tx.origin,code snippet injection
363,362,4,tx.origin,code snippet injection
354,353,3,tx.origin,code snippet injection
340,339,4,tx.origin,code snippet injection
322,321,3,tx.origin,code snippet injection
287,286,4,tx.origin,code snippet injection
31,30,4,tx.origin,code snippet injection
26,25,4,tx.origin,code snippet injection
18,17,4,tx.origin,code snippet injection
194,193,3,tx.origin,code snippet injection
186,185,4,tx.origin,code snippet injection
179,178,3,tx.origin,code snippet injection
172,171,3,tx.origin,code snippet injection
164,163,4,tx.origin,code snippet injection
156,155,4,tx.origin,code snippet injection
