line,loc,length,bug type,approach
341,340,4,tx.origin,code snippet injection
358,357,4,tx.origin,code snippet injection
375,374,4,tx.origin,code snippet injection
384,383,3,tx.origin,code snippet injection
401,400,3,tx.origin,code snippet injection
410,409,4,tx.origin,code snippet injection
419,418,4,tx.origin,code snippet injection
430,429,3,tx.origin,code snippet injection
450,449,4,tx.origin,code snippet injection
476,475,4,tx.origin,code snippet injection
502,501,4,tx.origin,code snippet injection
528,527,4,tx.origin,code snippet injection
549,548,3,tx.origin,code snippet injection
562,561,4,tx.origin,code snippet injection
583,582,4,tx.origin,code snippet injection
607,606,4,tx.origin,code snippet injection
640,639,4,tx.origin,code snippet injection
645,644,3,tx.origin,code snippet injection
655,654,4,tx.origin,code snippet injection
668,667,4,tx.origin,code snippet injection
676,675,4,tx.origin,code snippet injection
684,683,4,tx.origin,code snippet injection
693,692,4,tx.origin,code snippet injection
702,701,4,tx.origin,code snippet injection
711,710,4,tx.origin,code snippet injection
716,715,4,tx.origin,code snippet injection
727,726,4,tx.origin,code snippet injection
740,739,3,tx.origin,code snippet injection
747,746,3,tx.origin,code snippet injection
754,753,4,tx.origin,code snippet injection
763,762,3,tx.origin,code snippet injection
771,770,4,tx.origin,code snippet injection
779,778,4,tx.origin,code snippet injection
786,785,4,tx.origin,code snippet injection
798,797,4,tx.origin,code snippet injection
807,806,4,tx.origin,code snippet injection
829,828,4,tx.origin,code snippet injection
839,838,3,tx.origin,code snippet injection
854,853,4,tx.origin,code snippet injection
863,862,3,tx.origin,code snippet injection
