line,loc,length,bug type,approach
60,59,4,tx.origin,code snippet injection
53,52,4,tx.origin,code snippet injection
46,45,4,tx.origin,code snippet injection
223,222,4,tx.origin,code snippet injection
202,201,3,tx.origin,code snippet injection
183,182,4,tx.origin,code snippet injection
161,160,3,tx.origin,code snippet injection
142,141,4,tx.origin,code snippet injection
123,122,3,tx.origin,code snippet injection
106,105,4,tx.origin,code snippet injection
81,80,4,tx.origin,code snippet injection
39,38,4,tx.origin,code snippet injection
34,33,4,tx.origin,code snippet injection
28,27,3,tx.origin,code snippet injection
22,21,4,tx.origin,code snippet injection
18,17,3,tx.origin,code snippet injection
14,13,3,tx.origin,code snippet injection
