line,loc,length,bug type,approach
14,13,4,tx.origin,code snippet injection
19,18,4,tx.origin,code snippet injection
24,23,4,tx.origin,code snippet injection
31,30,4,tx.origin,code snippet injection
36,35,4,tx.origin,code snippet injection
41,40,4,tx.origin,code snippet injection
51,50,4,tx.origin,code snippet injection
56,55,4,tx.origin,code snippet injection
61,60,4,tx.origin,code snippet injection
67,66,3,tx.origin,code snippet injection
71,70,3,tx.origin,code snippet injection
76,75,4,tx.origin,code snippet injection
82,81,4,tx.origin,code snippet injection
100,99,4,tx.origin,code snippet injection
109,108,3,tx.origin,code snippet injection
123,122,3,tx.origin,code snippet injection
140,139,4,tx.origin,code snippet injection
148,147,3,tx.origin,code snippet injection
155,154,4,tx.origin,code snippet injection
169,168,4,tx.origin,code snippet injection
177,176,3,tx.origin,code snippet injection
185,184,4,tx.origin,code snippet injection
192,191,4,tx.origin,code snippet injection
199,198,4,tx.origin,code snippet injection
205,204,4,tx.origin,code snippet injection
211,210,3,tx.origin,code snippet injection
218,217,4,tx.origin,code snippet injection
223,222,4,tx.origin,code snippet injection
230,229,4,tx.origin,code snippet injection
242,241,4,tx.origin,code snippet injection
255,254,4,tx.origin,code snippet injection
264,263,4,tx.origin,code snippet injection
273,272,3,tx.origin,code snippet injection
283,282,4,tx.origin,code snippet injection
301,300,3,tx.origin,code snippet injection
333,332,4,tx.origin,code snippet injection
342,341,3,tx.origin,code snippet injection
354,353,4,tx.origin,code snippet injection
364,363,4,tx.origin,code snippet injection
373,372,4,tx.origin,code snippet injection
