line,loc,length,bug type,approach
87,86,4,tx.origin,code snippet injection
82,81,4,tx.origin,code snippet injection
77,76,4,tx.origin,code snippet injection
72,71,4,tx.origin,code snippet injection
68,67,3,tx.origin,code snippet injection
63,62,4,tx.origin,code snippet injection
59,58,3,tx.origin,code snippet injection
274,273,4,tx.origin,code snippet injection
264,263,3,tx.origin,code snippet injection
255,254,4,tx.origin,code snippet injection
246,245,4,tx.origin,code snippet injection
237,236,4,tx.origin,code snippet injection
222,221,4,tx.origin,code snippet injection
185,184,3,tx.origin,code snippet injection
141,140,4,tx.origin,code snippet injection
122,121,3,tx.origin,code snippet injection
106,105,3,tx.origin,code snippet injection
97,96,4,tx.origin,code snippet injection
52,51,4,tx.origin,code snippet injection
38,37,4,tx.origin,code snippet injection
14,13,4,tx.origin,code snippet injection
