line,loc,length,bug type,approach
132,131,4,tx.origin,code snippet injection
125,124,4,tx.origin,code snippet injection
118,117,4,tx.origin,code snippet injection
340,339,4,tx.origin,code snippet injection
328,327,3,tx.origin,code snippet injection
310,309,4,tx.origin,code snippet injection
291,290,3,tx.origin,code snippet injection
273,272,4,tx.origin,code snippet injection
256,255,3,tx.origin,code snippet injection
238,237,4,tx.origin,code snippet injection
220,219,4,tx.origin,code snippet injection
206,205,4,tx.origin,code snippet injection
192,191,4,tx.origin,code snippet injection
180,179,3,tx.origin,code snippet injection
169,168,4,tx.origin,code snippet injection
65,64,3,tx.origin,code snippet injection
112,111,3,tx.origin,code snippet injection
107,106,4,tx.origin,code snippet injection
100,99,4,tx.origin,code snippet injection
95,94,4,tx.origin,code snippet injection
89,88,4,tx.origin,code snippet injection
84,83,4,tx.origin,code snippet injection
79,78,4,tx.origin,code snippet injection
56,55,4,tx.origin,code snippet injection
