line,loc,length,bug type,approach
19,18,4,tx.origin,code snippet injection
14,13,4,tx.origin,code snippet injection
9,8,4,tx.origin,code snippet injection
211,210,4,tx.origin,code snippet injection
203,202,3,tx.origin,code snippet injection
192,191,4,tx.origin,code snippet injection
183,182,3,tx.origin,code snippet injection
169,168,4,tx.origin,code snippet injection
162,161,3,tx.origin,code snippet injection
151,150,4,tx.origin,code snippet injection
139,138,4,tx.origin,code snippet injection
111,110,4,tx.origin,code snippet injection
86,85,4,tx.origin,code snippet injection
61,60,3,tx.origin,code snippet injection
54,53,4,tx.origin,code snippet injection
50,49,3,tx.origin,code snippet injection
45,44,3,tx.origin,code snippet injection
40,39,4,tx.origin,code snippet injection
35,34,4,tx.origin,code snippet injection
30,29,4,tx.origin,code snippet injection
25,24,4,tx.origin,code snippet injection
