line,loc,length,bug type,approach
33,32,4,tx.origin,code snippet injection
39,38,3,tx.origin,code snippet injection
47,46,4,tx.origin,code snippet injection
61,60,4,tx.origin,code snippet injection
74,73,4,tx.origin,code snippet injection
80,79,4,tx.origin,code snippet injection
96,95,4,tx.origin,code snippet injection
132,131,4,tx.origin,code snippet injection
145,144,4,tx.origin,code snippet injection
172,171,4,tx.origin,code snippet injection
177,176,3,tx.origin,code snippet injection
181,180,4,tx.origin,code snippet injection
186,185,4,tx.origin,code snippet injection
197,196,4,tx.origin,code snippet injection
202,201,4,tx.origin,code snippet injection
207,206,4,tx.origin,code snippet injection
230,229,4,tx.origin,code snippet injection
236,235,4,tx.origin,code snippet injection
243,242,3,tx.origin,code snippet injection
250,249,3,tx.origin,code snippet injection
262,261,4,tx.origin,code snippet injection
274,273,3,tx.origin,code snippet injection
295,294,4,tx.origin,code snippet injection
314,313,4,tx.origin,code snippet injection
326,325,4,tx.origin,code snippet injection
365,364,5,tx.origin,code snippet injection
383,382,4,tx.origin,code snippet injection
391,390,3,tx.origin,code snippet injection
402,401,4,tx.origin,code snippet injection
413,412,3,tx.origin,code snippet injection
426,425,4,tx.origin,code snippet injection
