line,loc,length,bug type,approach
10,9,4,tx.origin,code snippet injection
15,14,4,tx.origin,code snippet injection
20,19,3,tx.origin,code snippet injection
25,24,3,tx.origin,code snippet injection
29,28,4,tx.origin,code snippet injection
34,33,3,tx.origin,code snippet injection
38,37,4,tx.origin,code snippet injection
52,51,4,tx.origin,code snippet injection
61,60,4,tx.origin,code snippet injection
70,69,4,tx.origin,code snippet injection
97,96,4,tx.origin,code snippet injection
106,105,4,tx.origin,code snippet injection
115,114,4,tx.origin,code snippet injection
124,123,4,tx.origin,code snippet injection
133,132,4,tx.origin,code snippet injection
142,141,4,tx.origin,code snippet injection
151,150,3,tx.origin,code snippet injection
161,160,3,tx.origin,code snippet injection
171,170,4,tx.origin,code snippet injection
181,180,3,tx.origin,code snippet injection
190,189,4,tx.origin,code snippet injection
198,197,4,tx.origin,code snippet injection
204,203,4,tx.origin,code snippet injection
209,208,4,tx.origin,code snippet injection
214,213,4,tx.origin,code snippet injection
224,223,4,tx.origin,code snippet injection
233,232,4,tx.origin,code snippet injection
246,245,4,tx.origin,code snippet injection
263,262,3,tx.origin,code snippet injection
275,274,4,tx.origin,code snippet injection
