line,loc,length,bug type,approach
53,52,3,tx.origin,code snippet injection
57,56,4,tx.origin,code snippet injection
62,61,4,tx.origin,code snippet injection
67,66,4,tx.origin,code snippet injection
72,71,4,tx.origin,code snippet injection
77,76,3,tx.origin,code snippet injection
81,80,4,tx.origin,code snippet injection
86,85,3,tx.origin,code snippet injection
95,94,4,tx.origin,code snippet injection
108,107,4,tx.origin,code snippet injection
130,129,4,tx.origin,code snippet injection
142,141,4,tx.origin,code snippet injection
148,147,4,tx.origin,code snippet injection
153,152,4,tx.origin,code snippet injection
158,157,3,tx.origin,code snippet injection
162,161,3,tx.origin,code snippet injection
167,166,4,tx.origin,code snippet injection
173,172,4,tx.origin,code snippet injection
191,190,4,tx.origin,code snippet injection
199,198,4,tx.origin,code snippet injection
208,207,4,tx.origin,code snippet injection
216,215,4,tx.origin,code snippet injection
235,234,4,tx.origin,code snippet injection
248,247,4,tx.origin,code snippet injection
256,255,4,tx.origin,code snippet injection
265,264,4,tx.origin,code snippet injection
283,282,3,tx.origin,code snippet injection
290,289,3,tx.origin,code snippet injection
298,297,4,tx.origin,code snippet injection
309,308,3,tx.origin,code snippet injection
328,327,4,tx.origin,code snippet injection
336,335,4,tx.origin,code snippet injection
346,345,4,tx.origin,code snippet injection
355,354,4,tx.origin,code snippet injection
367,366,3,tx.origin,code snippet injection
377,376,4,tx.origin,code snippet injection
387,386,3,tx.origin,code snippet injection
391,390,4,tx.origin,code snippet injection
396,395,4,tx.origin,code snippet injection
401,400,4,tx.origin,code snippet injection
