line,loc,length,bug type,approach
184,183,4,tx.origin,code snippet injection
172,171,4,tx.origin,code snippet injection
158,157,4,tx.origin,code snippet injection
130,129,4,tx.origin,code snippet injection
123,122,3,tx.origin,code snippet injection
115,114,4,tx.origin,code snippet injection
84,83,3,tx.origin,code snippet injection
79,78,4,tx.origin,code snippet injection
75,74,3,tx.origin,code snippet injection
70,69,4,tx.origin,code snippet injection
64,63,4,tx.origin,code snippet injection
59,58,4,tx.origin,code snippet injection
53,52,4,tx.origin,code snippet injection
49,48,3,tx.origin,code snippet injection
44,43,4,tx.origin,code snippet injection
39,38,3,tx.origin,code snippet injection
35,34,3,tx.origin,code snippet injection
30,29,4,tx.origin,code snippet injection
