line,loc,length,bug type,approach
10,9,4,tx.origin,code snippet injection
15,14,4,tx.origin,code snippet injection
20,19,4,tx.origin,code snippet injection
26,25,3,tx.origin,code snippet injection
30,29,4,tx.origin,code snippet injection
35,34,3,tx.origin,code snippet injection
39,38,4,tx.origin,code snippet injection
53,52,4,tx.origin,code snippet injection
62,61,5,tx.origin,code snippet injection
71,70,4,tx.origin,code snippet injection
98,97,4,tx.origin,code snippet injection
107,106,4,tx.origin,code snippet injection
116,115,4,tx.origin,code snippet injection
125,124,4,tx.origin,code snippet injection
134,133,4,tx.origin,code snippet injection
143,142,4,tx.origin,code snippet injection
152,151,3,tx.origin,code snippet injection
162,161,3,tx.origin,code snippet injection
172,171,4,tx.origin,code snippet injection
182,181,3,tx.origin,code snippet injection
191,190,4,tx.origin,code snippet injection
199,198,3,tx.origin,code snippet injection
203,202,4,tx.origin,code snippet injection
209,208,4,tx.origin,code snippet injection
214,213,4,tx.origin,code snippet injection
219,218,4,tx.origin,code snippet injection
229,228,4,tx.origin,code snippet injection
238,237,4,tx.origin,code snippet injection
252,251,4,tx.origin,code snippet injection
270,269,3,tx.origin,code snippet injection
283,282,4,tx.origin,code snippet injection
