line,loc,length,bug type,approach
135,134,4,tx.origin,code snippet injection
130,129,4,tx.origin,code snippet injection
21,20,4,tx.origin,code snippet injection
224,223,4,tx.origin,code snippet injection
215,214,3,tx.origin,code snippet injection
207,206,4,tx.origin,code snippet injection
199,198,3,tx.origin,code snippet injection
191,190,4,tx.origin,code snippet injection
184,183,3,tx.origin,code snippet injection
169,168,4,tx.origin,code snippet injection
157,156,4,tx.origin,code snippet injection
92,91,4,tx.origin,code snippet injection
87,86,4,tx.origin,code snippet injection
83,82,3,tx.origin,code snippet injection
42,41,4,tx.origin,code snippet injection
30,29,3,tx.origin,code snippet injection
146,145,3,tx.origin,code snippet injection
125,124,4,tx.origin,code snippet injection
120,119,4,tx.origin,code snippet injection
114,113,4,tx.origin,code snippet injection
109,108,4,tx.origin,code snippet injection
104,103,4,tx.origin,code snippet injection
99,98,4,tx.origin,code snippet injection
15,14,4,tx.origin,code snippet injection
9,8,5,tx.origin,code snippet injection
