line,loc,length,bug type,approach
55,54,3,tx.origin,code snippet injection
64,63,4,tx.origin,code snippet injection
81,80,4,tx.origin,code snippet injection
100,99,4,tx.origin,code snippet injection
108,107,4,tx.origin,code snippet injection
116,115,3,tx.origin,code snippet injection
123,122,4,tx.origin,code snippet injection
136,135,4,tx.origin,code snippet injection
141,140,4,tx.origin,code snippet injection
146,145,4,tx.origin,code snippet injection
151,150,3,tx.origin,code snippet injection
155,154,3,tx.origin,code snippet injection
159,158,4,tx.origin,code snippet injection
164,163,4,tx.origin,code snippet injection
169,168,4,tx.origin,code snippet injection
174,173,4,tx.origin,code snippet injection
179,178,4,tx.origin,code snippet injection
186,185,4,tx.origin,code snippet injection
191,190,3,tx.origin,code snippet injection
199,198,4,tx.origin,code snippet injection
207,206,4,tx.origin,code snippet injection
215,214,4,tx.origin,code snippet injection
223,222,4,tx.origin,code snippet injection
233,232,4,tx.origin,code snippet injection
242,241,4,tx.origin,code snippet injection
303,302,4,tx.origin,code snippet injection
313,312,4,tx.origin,code snippet injection
324,323,4,tx.origin,code snippet injection
384,383,3,tx.origin,code snippet injection
394,393,3,tx.origin,code snippet injection
404,403,4,tx.origin,code snippet injection
414,413,3,tx.origin,code snippet injection
421,420,4,tx.origin,code snippet injection
433,432,4,tx.origin,code snippet injection
443,442,4,tx.origin,code snippet injection
453,452,4,tx.origin,code snippet injection
462,461,3,tx.origin,code snippet injection
470,469,4,tx.origin,code snippet injection
479,478,3,tx.origin,code snippet injection
487,486,4,tx.origin,code snippet injection
