line,loc,length,bug type,approach
556,555,4,tx.origin,code snippet injection
546,545,4,tx.origin,code snippet injection
526,525,4,tx.origin,code snippet injection
514,513,4,tx.origin,code snippet injection
504,503,3,tx.origin,code snippet injection
468,467,4,tx.origin,code snippet injection
454,453,3,tx.origin,code snippet injection
429,428,4,tx.origin,code snippet injection
407,406,3,tx.origin,code snippet injection
386,385,4,tx.origin,code snippet injection
359,358,4,tx.origin,code snippet injection
336,335,4,tx.origin,code snippet injection
315,314,4,tx.origin,code snippet injection
294,293,3,tx.origin,code snippet injection
278,277,4,tx.origin,code snippet injection
268,267,3,tx.origin,code snippet injection
252,251,3,tx.origin,code snippet injection
241,240,4,tx.origin,code snippet injection
488,487,4,tx.origin,code snippet injection
483,482,4,tx.origin,code snippet injection
478,477,4,tx.origin,code snippet injection
229,228,4,tx.origin,code snippet injection
223,222,4,tx.origin,code snippet injection
217,216,4,tx.origin,code snippet injection
