line,loc,length,bug type,approach
19,18,4,tx.origin,code snippet injection
14,13,4,tx.origin,code snippet injection
9,8,4,tx.origin,code snippet injection
202,201,4,tx.origin,code snippet injection
194,193,3,tx.origin,code snippet injection
183,182,4,tx.origin,code snippet injection
174,173,3,tx.origin,code snippet injection
160,159,4,tx.origin,code snippet injection
150,149,3,tx.origin,code snippet injection
138,137,4,tx.origin,code snippet injection
110,109,4,tx.origin,code snippet injection
85,84,4,tx.origin,code snippet injection
59,58,4,tx.origin,code snippet injection
53,52,3,tx.origin,code snippet injection
48,47,4,tx.origin,code snippet injection
44,43,3,tx.origin,code snippet injection
40,39,3,tx.origin,code snippet injection
35,34,4,tx.origin,code snippet injection
30,29,4,tx.origin,code snippet injection
25,24,4,tx.origin,code snippet injection
