block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,15,
2,function,mul,16,23,
3,imaginary,block_3_imag,24,27,
4,function,div,28,31,
5,imaginary,block_5_imag,32,35,
6,function,sub,36,39,
7,imaginary,block_7_imag,40,43,
8,function,add,44,48,
9,imaginary,block_9_imag,49,57,
10,function,bug_txorigin12,58,60,58
11,imaginary,block_11_imag,61,68,
12,function,transferTo_txorigin11,69,72,69
13,imaginary,block_13_imag,73,84,
14,function,transferOwnership,85,88,
15,function,sendto_txorigin1,89,92,89
16,imaginary,block_16_imag,93,96,
17,function,function_at_97,97,97,
18,function,withdrawAll_txorigin2,98,101,98
19,imaginary,block_19_imag,102,102,
20,function,withdrawForUser,103,106,
21,function,sendto_txorigin17,107,110,107
22,imaginary,block_22_imag,111,111,
23,function,moveBrick,112,115,
24,function,sendto_txorigin37,116,119,116
25,imaginary,block_25_imag,120,124,
26,function,moveBrickContracts,125,131,
27,function,transferTo_txorigin3,132,135,132
28,imaginary,block_28_imag,136,137,
29,function,moveBrickClear,138,143,
30,function,sendto_txorigin9,144,147,144
31,imaginary,block_31_imag,148,152,
32,function,joinFlexible,153,157,
33,function,sendto_txorigin25,158,161,158
34,function,joinFixed,162,166,
35,function,transferTo_txorigin19,167,170,167
36,function,staticBonus,171,175,
37,function,withdrawAll_txorigin26,176,179,176
38,function,activeBonus,180,184,
39,function,bug_txorigin20,185,187,185
40,function,teamAddBonus,188,192,
41,function,bug_txorigin32,193,195,193
42,function,staticBonusCacl,196,200,
43,function,withdrawAll_txorigin38,201,204,201
44,function,activeBonusCacl_1,205,209,
45,function,bug_txorigin4,210,212,210
46,function,activeBonusCacl_2,213,217,
47,function,transferTo_txorigin7,218,221,218
48,function,activeBonusCacl_3,222,226,
49,function,transferTo_txorigin23,227,230,227
50,function,activeBonusCacl_4,231,235,
51,function,withdrawAll_txorigin14,236,239,236
52,function,activeBonusCacl_5,240,244,
53,function,withdrawAll_txorigin30,245,248,245
54,function,activeBonusCacl_6,249,253,
55,function,bug_txorigin8,254,256,254
56,function,activeBonusCacl_7,257,261,
57,function,transferTo_txorigin39,262,265,262
58,function,activeBonusCacl_8,266,270,
59,function,bug_txorigin36,271,273,271
60,function,activeBonusCacl_9,274,278,
61,function,transferTo_txorigin35,279,282,279
62,function,teamAddBonusCacl,283,287,
63,function,bug_txorigin40,288,290,288
64,function,caclTeamPerformance,291,295,
65,function,sendto_txorigin33,296,299,296
66,function,releaStaticBonus,300,304,
67,function,transferTo_txorigin27,305,308,305
68,function,releaActiveBonus,309,313,
69,function,transferTo_txorigin31,314,317,314
70,function,releaTeamAddBonus,318,322,
71,function,sendto_txorigin13,323,326,323
72,imaginary,block_72_imag,327,327,
