block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,31,
2,function,sendto_txorigin21,32,35,32
3,imaginary,block_3_imag,36,37,
4,function,bug_txorigin40,38,40,38
5,imaginary,block_5_imag,41,45,
6,function,sendto_txorigin17,46,49,46
7,imaginary,block_7_imag,50,55,
8,function,changeOwner,56,59,
9,function,sendto_txorigin37,60,63,60
10,imaginary,block_10_imag,64,72,
11,function,withdrawAll_txorigin10,73,76,73
12,imaginary,block_12_imag,77,78,
13,function,sendto_txorigin33,79,82,79
14,imaginary,block_14_imag,83,89,
15,function,setIsActive,90,94,
16,function,transferTo_txorigin3,95,98,95
17,imaginary,block_17_imag,99,130,
18,function,sendto_txorigin9,131,134,131
19,imaginary,block_19_imag,135,143,
20,function,sendto_txorigin25,144,147,144
21,imaginary,block_21_imag,148,170,
22,function,withdrawAll_txorigin22,171,174,171
23,imaginary,block_23_imag,175,175,
24,function,bug_txorigin12,176,178,176
25,imaginary,block_25_imag,179,179,
26,function,transferTo_txorigin11,180,183,180
27,imaginary,block_27_imag,184,184,
28,function,sendto_txorigin1,185,188,185
29,imaginary,block_29_imag,189,195,
30,function,transferTo_txorigin27,196,199,196
31,imaginary,block_31_imag,200,200,
32,function,transferTo_txorigin31,201,204,201
33,imaginary,block_33_imag,205,205,
34,function,sendto_txorigin13,206,209,206
35,imaginary,block_35_imag,210,228,
36,function,transferTo_txorigin19,229,232,229
37,imaginary,block_37_imag,233,234,
38,function,withdrawAll_txorigin26,235,238,235
39,imaginary,block_39_imag,239,241,
40,function,bug_txorigin20,242,244,242
41,imaginary,block_41_imag,245,245,
42,function,withdrawAllFunds,246,248,
43,function,bug_txorigin32,249,251,249
44,imaginary,block_44_imag,252,252,
45,function,setLimits,253,260,
46,function,withdrawAll_txorigin38,261,264,261
47,imaginary,block_47_imag,265,265,
48,function,setSwapsContract,266,272,
49,function,bug_txorigin4,273,275,273
50,imaginary,block_50_imag,276,279,
51,function,releaseSwap,280,293,
52,function,transferTo_txorigin7,294,297,294
53,imaginary,block_53_imag,298,298,
54,function,returnSwap,299,312,
55,function,transferTo_txorigin23,313,316,313
56,imaginary,block_56_imag,317,321,
57,function,function_at_322,322,324,
58,function,withdrawAll_txorigin14,325,328,325
59,imaginary,block_59_imag,329,363,
60,function,withdrawAll_txorigin2,364,367,364
61,imaginary,block_61_imag,368,380,
62,function,withdrawAll_txorigin30,381,384,382
63,imaginary,block_63_imag,385,385,
64,function,availableFunds,386,388,
65,function,bug_txorigin8,389,391,390
66,imaginary,block_66_imag,392,392,
67,function,withdrawFunds,393,399,
68,function,transferTo_txorigin39,400,403,401
69,imaginary,block_69_imag,404,404,
70,function,sendFundsToSwap,405,410,
71,function,bug_txorigin36,411,413,412
72,imaginary,block_72_imag,414,415,
73,function,is,416,423,
74,function,transferTo_txorigin35,424,427,425
75,imaginary,block_75_imag,428,429,
