block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,19,
2,function,mul,20,27,
3,imaginary,block_3_imag,28,28,
4,function,div,29,32,
5,imaginary,block_5_imag,33,33,
6,function,sub,34,37,
7,imaginary,block_7_imag,38,38,
8,function,add,39,43,
9,imaginary,block_9_imag,44,44,
10,function,ceil,45,49,
11,imaginary,block_11_imag,50,53,
12,function,bug_txorigin40,54,56,54
13,imaginary,block_13_imag,57,62,
14,function,withdrawAll_txorigin34,63,66,63
15,imaginary,block_15_imag,67,74,
16,function,transferOwnership,75,79,
17,function,sendto_txorigin21,80,83,80
18,imaginary,block_18_imag,84,98,
19,function,withdrawAll_txorigin10,99,102,99
20,imaginary,block_20_imag,103,103,
21,function,name,104,106,
22,function,withdrawAll_txorigin22,107,110,107
23,imaginary,block_23_imag,111,111,
24,function,symbol,112,114,
25,function,bug_txorigin12,115,117,115
26,imaginary,block_26_imag,118,118,
27,function,decimals,119,121,
28,function,transferTo_txorigin11,122,125,122
29,imaginary,block_29_imag,126,134,
30,function,withdrawAll_txorigin18,135,138,135
31,imaginary,block_31_imag,139,139,
32,function,sendto_txorigin29,140,143,140
33,imaginary,block_33_imag,144,144,
34,function,withdrawAll_txorigin6,145,148,145
35,imaginary,block_35_imag,149,149,
36,function,bug_txorigin16,150,152,150
37,imaginary,block_37_imag,153,153,
38,function,bug_txorigin24,154,156,154
39,imaginary,block_39_imag,157,157,
40,function,sendto_txorigin5,158,161,158
41,imaginary,block_41_imag,162,162,
42,function,sendto_txorigin33,163,166,163
43,imaginary,block_43_imag,167,167,
44,function,transferTo_txorigin27,168,171,168
45,imaginary,block_45_imag,172,172,
46,function,transferTo_txorigin31,173,176,173
47,imaginary,block_47_imag,177,177,
48,function,sendto_txorigin13,178,181,178
49,imaginary,block_49_imag,182,184,
50,function,transferTo_txorigin15,185,188,185
51,imaginary,block_51_imag,189,189,
52,function,bug_txorigin28,190,192,190
53,imaginary,block_53_imag,193,197,
54,function,sendto_txorigin1,198,201,198
55,imaginary,block_55_imag,202,202,
56,function,totalSupply,203,205,
57,function,withdrawAll_txorigin2,206,209,206
58,imaginary,block_58_imag,210,210,
59,function,balanceOf,211,213,
60,function,sendto_txorigin17,214,217,214
61,imaginary,block_61_imag,218,218,
62,function,allowance,219,221,
63,function,sendto_txorigin37,222,225,222
64,imaginary,block_64_imag,226,226,
65,function,findOnePercent,227,231,
66,function,transferTo_txorigin3,232,235,232
67,function,findDPPercent,236,240,
68,function,sendto_txorigin9,241,244,241
69,imaginary,block_69_imag,245,245,
70,function,transfer,246,301,
71,function,sendto_txorigin25,302,305,302
72,imaginary,block_72_imag,306,306,
73,function,multiTransfer,307,311,
74,function,transferTo_txorigin19,312,315,312
75,imaginary,block_75_imag,316,316,
76,function,approve,317,322,
77,function,withdrawAll_txorigin26,323,326,323
78,imaginary,block_78_imag,327,327,
79,function,transferFrom,328,382,
80,function,bug_txorigin20,383,385,383
81,imaginary,block_81_imag,386,386,
82,function,increaseAllowance,387,392,
83,function,bug_txorigin32,393,395,393
84,imaginary,block_84_imag,396,396,
85,function,decreaseAllowance,397,402,
86,function,withdrawAll_txorigin38,403,406,403
87,imaginary,block_87_imag,407,407,
88,function,_mint,408,412,
89,function,bug_txorigin4,413,415,413
90,imaginary,block_90_imag,416,416,
91,function,burn,417,419,
92,function,transferTo_txorigin7,420,423,420
93,imaginary,block_93_imag,424,424,
94,function,_burn,425,431,
95,function,transferTo_txorigin23,432,435,432
96,imaginary,block_96_imag,436,436,
97,function,burnFrom,437,441,
98,function,withdrawAll_txorigin14,442,445,442
99,imaginary,block_99_imag,446,446,
100,function,NewDanPanAddress,447,451,
101,function,withdrawAll_txorigin30,452,455,452
102,imaginary,block_102_imag,456,456,
103,function,NewDanPanPercent,457,460,
104,function,bug_txorigin8,461,463,461
105,imaginary,block_105_imag,464,464,
106,function,_isWhitelisted,465,468,
107,function,transferTo_txorigin39,469,472,469
108,imaginary,block_108_imag,473,473,
109,function,setWhitelistedTo,474,477,
110,function,bug_txorigin36,478,480,478
111,imaginary,block_111_imag,481,481,
112,function,setWhitelistedFrom,482,485,
113,function,transferTo_txorigin35,486,489,486
114,imaginary,block_114_imag,490,490,
