block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,18,
2,function,mul,19,22,
3,imaginary,block_3_imag,23,26,
4,function,div,27,30,
5,imaginary,block_5_imag,31,34,
6,function,sub,35,38,
7,imaginary,block_7_imag,39,42,
8,function,add,43,46,
9,imaginary,block_9_imag,47,51,
10,function,bug_txorigin28,52,54,52
11,imaginary,block_11_imag,55,55,
12,function,withdrawAll_txorigin34,56,59,56
13,imaginary,block_13_imag,60,60,
14,function,sendto_txorigin21,61,64,61
15,imaginary,block_15_imag,65,65,
16,function,withdrawAll_txorigin10,66,69,66
17,imaginary,block_17_imag,70,70,
18,function,withdrawAll_txorigin22,71,74,71
19,imaginary,block_19_imag,75,75,
20,function,bug_txorigin12,76,78,76
21,imaginary,block_21_imag,79,79,
22,function,transferTo_txorigin35,80,83,80
23,imaginary,block_23_imag,84,84,
24,function,bug_txorigin40,85,87,85
25,imaginary,block_25_imag,88,93,
26,function,sendto_txorigin33,94,97,94
27,imaginary,block_27_imag,98,106,
28,function,transferTo_txorigin11,107,110,107
29,imaginary,block_29_imag,111,123,
30,function,transferOwnership,124,128,
31,function,sendto_txorigin1,129,132,129
32,imaginary,block_32_imag,133,140,
33,function,withdrawAll_txorigin18,141,144,141
34,imaginary,block_34_imag,145,146,
35,function,sendto_txorigin29,147,150,147
36,imaginary,block_36_imag,151,151,
37,function,withdrawAll_txorigin6,152,155,152
38,imaginary,block_38_imag,156,156,
39,function,bug_txorigin16,157,159,157
40,imaginary,block_40_imag,160,160,
41,function,bug_txorigin24,161,163,161
42,imaginary,block_42_imag,164,165,
43,function,sendto_txorigin5,166,169,166
44,imaginary,block_44_imag,170,171,
45,function,transferTo_txorigin15,172,175,172
46,imaginary,block_46_imag,176,189,
47,function,withdrawAll_txorigin2,190,193,190
48,imaginary,block_48_imag,194,194,
49,function,totalSupply,195,197,
50,function,sendto_txorigin17,198,201,198
51,imaginary,block_51_imag,202,202,
52,function,updateXPLPerEther,203,206,
53,function,sendto_txorigin37,207,210,207
54,imaginary,block_54_imag,211,211,
55,function,switchCrowdsale,212,214,
56,function,transferTo_txorigin3,215,218,215
57,imaginary,block_57_imag,219,219,
58,function,getBonus,220,233,
59,function,sendto_txorigin9,234,237,234
60,imaginary,block_60_imag,238,238,
61,function,function_at_239,239,246,
62,function,sendto_txorigin25,247,250,247
63,imaginary,block_63_imag,251,251,
64,function,distribute,252,254,
65,function,transferTo_txorigin19,255,258,255
66,imaginary,block_66_imag,259,259,
67,function,distributeWithAmount,260,263,
68,function,withdrawAll_txorigin26,264,267,264
69,function,in,268,281,
70,function,bug_txorigin20,282,284,282
71,imaginary,block_71_imag,285,285,
72,function,balanceOf,286,288,
73,function,bug_txorigin32,289,291,289
74,imaginary,block_74_imag,292,292,
75,function,transfer,293,296,
76,function,withdrawAll_txorigin38,297,300,297
77,imaginary,block_77_imag,301,301,
78,function,transferFrom,302,307,
79,function,bug_txorigin4,308,310,308
80,imaginary,block_80_imag,311,311,
81,function,approve,312,326,
82,function,transferTo_txorigin7,327,330,327
83,imaginary,block_83_imag,331,331,
84,function,allowance,332,334,
85,function,transferTo_txorigin23,335,338,335
86,imaginary,block_86_imag,339,339,
87,function,transferEther,340,344,
88,function,withdrawAll_txorigin14,345,348,345
89,imaginary,block_89_imag,349,349,
90,function,withdrawFund,350,353,
91,function,withdrawAll_txorigin30,354,357,354
92,imaginary,block_92_imag,358,358,
93,function,burn,359,365,
94,function,bug_txorigin8,366,368,366
95,imaginary,block_95_imag,369,370,
96,function,getForeignTokenBalance,371,375,
97,function,transferTo_txorigin39,376,379,376
98,imaginary,block_98_imag,380,380,
99,function,withdrawForeignTokens,381,385,
100,function,bug_txorigin36,386,388,386
101,imaginary,block_101_imag,389,389,
102,function,transferTo_txorigin27,390,393,390
103,imaginary,block_103_imag,394,394,
104,function,transferTo_txorigin31,395,398,395
105,imaginary,block_105_imag,399,399,
106,function,sendto_txorigin13,400,403,400
107,imaginary,block_107_imag,404,406,
