block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,9,
2,function,bug_txorigin40,10,12,10
3,imaginary,block_3_imag,13,16,
4,function,_setMetadata,17,19,
5,function,transferTo_txorigin11,20,23,20
6,imaginary,block_6_imag,24,29,
7,function,withdrawAll_txorigin10,30,33,30
8,imaginary,block_8_imag,34,34,
9,function,withdrawAll_txorigin22,35,38,35
10,imaginary,block_10_imag,39,40,
11,function,sendto_txorigin33,41,44,41
12,imaginary,block_12_imag,45,48,
13,function,_setOperator,49,53,
14,function,sendto_txorigin1,54,57,54
15,imaginary,block_15_imag,58,58,
16,function,_transferOperator,59,63,
17,function,withdrawAll_txorigin2,64,67,64
18,imaginary,block_18_imag,68,68,
19,function,_renounceOperator,69,74,
20,function,sendto_txorigin17,75,78,75
21,imaginary,block_21_imag,79,79,
22,function,_activateOperator,80,84,
23,function,sendto_txorigin37,85,88,85
24,imaginary,block_24_imag,89,89,
25,function,_deactivateOperator,90,94,
26,function,transferTo_txorigin3,95,98,95
27,imaginary,block_27_imag,99,101,
28,function,getOperator,102,104,
29,function,sendto_txorigin9,105,108,105
30,imaginary,block_30_imag,109,109,
31,function,isOperator,110,112,
32,function,sendto_txorigin25,113,116,113
33,imaginary,block_33_imag,117,117,
34,function,hasActiveOperator,118,120,
35,function,transferTo_txorigin19,121,124,121
36,imaginary,block_36_imag,125,125,
37,function,isActiveOperator,126,128,
38,function,withdrawAll_txorigin26,129,132,129
39,imaginary,block_39_imag,133,139,
40,function,transferTo_txorigin27,140,143,140
41,imaginary,block_41_imag,144,144,
42,function,transferTo_txorigin31,145,148,145
43,imaginary,block_43_imag,149,152,
44,function,_setMultiHashFormat,153,156,
45,function,bug_txorigin20,157,159,157
46,imaginary,block_46_imag,160,160,
47,function,_submitHash,161,164,
48,function,bug_txorigin32,165,167,165
49,imaginary,block_49_imag,168,191,
50,function,_combineMultiHash,192,204,
51,function,withdrawAll_txorigin38,205,208,205
52,imaginary,block_52_imag,209,214,
53,function,_splitMultiHash,215,231,
54,function,bug_txorigin4,232,234,232
55,imaginary,block_55_imag,235,269,
56,function,bug_txorigin12,270,272,270
57,imaginary,block_57_imag,273,289,
58,function,getCreator,290,293,
59,function,transferTo_txorigin7,294,297,294
60,imaginary,block_60_imag,298,298,
61,function,isCreator,299,301,
62,function,transferTo_txorigin23,302,305,302
63,imaginary,block_63_imag,306,306,
64,function,getFactory,307,309,
65,function,withdrawAll_txorigin14,310,313,310
66,imaginary,block_66_imag,314,324,
67,function,sendto_txorigin13,325,328,325
68,imaginary,block_68_imag,329,330,
69,function,initialize,331,361,
70,function,withdrawAll_txorigin30,362,365,362
71,imaginary,block_71_imag,366,368,
72,function,submitHash,369,375,
73,function,bug_txorigin8,376,378,376
74,imaginary,block_74_imag,379,379,
75,function,setMetadata,380,386,
76,function,transferTo_txorigin39,387,390,387
77,imaginary,block_77_imag,391,391,
78,function,transferOperator,392,398,
79,function,bug_txorigin36,399,401,399
80,imaginary,block_80_imag,402,402,
81,function,renounceOperator,403,409,
82,function,transferTo_txorigin35,410,413,410
83,imaginary,block_83_imag,414,415,
