line,loc,length,bug type,approach
547,542,13,TOD,code snippet injection
553,542,13,TOD,code snippet injection
246,241,13,TOD,code snippet injection
252,241,13,TOD,code snippet injection
230,225,13,TOD,code snippet injection
236,225,13,TOD,code snippet injection
214,209,13,TOD,code snippet injection
220,209,13,TOD,code snippet injection
30,23,18,TOD,code snippet injection
38,23,18,TOD,code snippet injection
719,714,13,TOD,code snippet injection
725,714,13,TOD,code snippet injection
694,687,18,TOD,code snippet injection
702,687,18,TOD,code snippet injection
673,668,13,TOD,code snippet injection
679,668,13,TOD,code snippet injection
649,642,18,TOD,code snippet injection
657,642,18,TOD,code snippet injection
623,616,18,TOD,code snippet injection
631,616,18,TOD,code snippet injection
595,588,18,TOD,code snippet injection
603,588,18,TOD,code snippet injection
568,563,13,TOD,code snippet injection
574,563,13,TOD,code snippet injection
481,476,13,TOD,code snippet injection
487,476,13,TOD,code snippet injection
447,440,18,TOD,code snippet injection
455,440,18,TOD,code snippet injection
410,403,18,TOD,code snippet injection
418,403,18,TOD,code snippet injection
377,370,18,TOD,code snippet injection
385,370,18,TOD,code snippet injection
343,336,18,TOD,code snippet injection
351,336,18,TOD,code snippet injection
312,305,18,TOD,code snippet injection
320,305,18,TOD,code snippet injection
276,271,13,TOD,code snippet injection
282,271,13,TOD,code snippet injection
87,82,13,TOD,code snippet injection
93,82,13,TOD,code snippet injection
56,51,13,TOD,code snippet injection
62,51,13,TOD,code snippet injection
531,526,13,TOD,code snippet injection
537,526,13,TOD,code snippet injection
516,511,13,TOD,code snippet injection
522,511,13,TOD,code snippet injection
502,497,13,TOD,code snippet injection
508,497,13,TOD,code snippet injection
195,188,18,TOD,code snippet injection
203,188,18,TOD,code snippet injection
179,174,13,TOD,code snippet injection
185,174,13,TOD,code snippet injection
163,158,13,TOD,code snippet injection
169,158,13,TOD,code snippet injection
145,138,18,TOD,code snippet injection
153,138,18,TOD,code snippet injection
126,119,18,TOD,code snippet injection
134,119,18,TOD,code snippet injection
107,100,18,TOD,code snippet injection
115,100,18,TOD,code snippet injection
13,8,13,TOD,code snippet injection
19,8,13,TOD,code snippet injection
