line,loc,length,bug type,approach
376,371,13,TOD,code snippet injection
382,371,13,TOD,code snippet injection
362,357,13,TOD,code snippet injection
368,357,13,TOD,code snippet injection
348,343,13,TOD,code snippet injection
354,343,13,TOD,code snippet injection
334,329,13,TOD,code snippet injection
340,329,13,TOD,code snippet injection
61,54,18,TOD,code snippet injection
69,54,18,TOD,code snippet injection
952,947,13,TOD,code snippet injection
958,947,13,TOD,code snippet injection
931,924,18,TOD,code snippet injection
939,924,18,TOD,code snippet injection
911,906,13,TOD,code snippet injection
917,906,13,TOD,code snippet injection
890,883,18,TOD,code snippet injection
898,883,18,TOD,code snippet injection
867,860,18,TOD,code snippet injection
875,860,18,TOD,code snippet injection
843,836,18,TOD,code snippet injection
851,836,18,TOD,code snippet injection
822,817,13,TOD,code snippet injection
828,817,13,TOD,code snippet injection
801,796,13,TOD,code snippet injection
807,796,13,TOD,code snippet injection
781,774,18,TOD,code snippet injection
789,774,18,TOD,code snippet injection
757,750,18,TOD,code snippet injection
765,750,18,TOD,code snippet injection
732,725,18,TOD,code snippet injection
740,725,18,TOD,code snippet injection
707,700,18,TOD,code snippet injection
715,700,18,TOD,code snippet injection
633,626,18,TOD,code snippet injection
641,626,18,TOD,code snippet injection
611,606,13,TOD,code snippet injection
617,606,13,TOD,code snippet injection
592,587,13,TOD,code snippet injection
598,587,13,TOD,code snippet injection
522,517,13,TOD,code snippet injection
528,517,13,TOD,code snippet injection
504,499,13,TOD,code snippet injection
510,499,13,TOD,code snippet injection
485,480,13,TOD,code snippet injection
491,480,13,TOD,code snippet injection
468,463,13,TOD,code snippet injection
474,463,13,TOD,code snippet injection
448,441,18,TOD,code snippet injection
456,441,18,TOD,code snippet injection
429,424,13,TOD,code snippet injection
435,424,13,TOD,code snippet injection
208,203,13,TOD,code snippet injection
214,203,13,TOD,code snippet injection
188,181,18,TOD,code snippet injection
196,181,18,TOD,code snippet injection
166,159,18,TOD,code snippet injection
174,159,18,TOD,code snippet injection
144,137,18,TOD,code snippet injection
152,137,18,TOD,code snippet injection
114,109,13,TOD,code snippet injection
120,109,13,TOD,code snippet injection
85,78,18,TOD,code snippet injection
93,78,18,TOD,code snippet injection
408,401,18,TOD,code snippet injection
416,401,18,TOD,code snippet injection
392,387,13,TOD,code snippet injection
398,387,13,TOD,code snippet injection
320,315,13,TOD,code snippet injection
326,315,13,TOD,code snippet injection
303,296,18,TOD,code snippet injection
311,296,18,TOD,code snippet injection
284,277,18,TOD,code snippet injection
292,277,18,TOD,code snippet injection
265,258,18,TOD,code snippet injection
273,258,18,TOD,code snippet injection
249,244,13,TOD,code snippet injection
255,244,13,TOD,code snippet injection
232,225,18,TOD,code snippet injection
240,225,18,TOD,code snippet injection
