line,loc,length,bug type,approach
866,861,13,TOD,code snippet injection
872,861,13,TOD,code snippet injection
852,847,13,TOD,code snippet injection
858,847,13,TOD,code snippet injection
838,833,13,TOD,code snippet injection
844,833,13,TOD,code snippet injection
204,199,13,TOD,code snippet injection
210,199,13,TOD,code snippet injection
182,175,18,TOD,code snippet injection
190,175,18,TOD,code snippet injection
166,161,13,TOD,code snippet injection
172,161,13,TOD,code snippet injection
821,814,18,TOD,code snippet injection
829,814,18,TOD,code snippet injection
800,795,13,TOD,code snippet injection
806,795,13,TOD,code snippet injection
777,770,18,TOD,code snippet injection
785,770,18,TOD,code snippet injection
751,744,18,TOD,code snippet injection
759,744,18,TOD,code snippet injection
728,721,18,TOD,code snippet injection
736,721,18,TOD,code snippet injection
707,702,13,TOD,code snippet injection
713,702,13,TOD,code snippet injection
690,685,13,TOD,code snippet injection
696,685,13,TOD,code snippet injection
658,651,18,TOD,code snippet injection
666,651,18,TOD,code snippet injection
633,626,18,TOD,code snippet injection
641,626,18,TOD,code snippet injection
610,603,18,TOD,code snippet injection
618,603,18,TOD,code snippet injection
588,581,18,TOD,code snippet injection
596,581,18,TOD,code snippet injection
556,549,18,TOD,code snippet injection
564,549,18,TOD,code snippet injection
536,531,13,TOD,code snippet injection
542,531,13,TOD,code snippet injection
519,514,13,TOD,code snippet injection
525,514,13,TOD,code snippet injection
497,492,13,TOD,code snippet injection
503,492,13,TOD,code snippet injection
469,464,13,TOD,code snippet injection
475,464,13,TOD,code snippet injection
452,447,13,TOD,code snippet injection
458,447,13,TOD,code snippet injection
434,429,13,TOD,code snippet injection
440,429,13,TOD,code snippet injection
414,407,18,TOD,code snippet injection
422,407,18,TOD,code snippet injection
257,252,13,TOD,code snippet injection
263,252,13,TOD,code snippet injection
226,221,13,TOD,code snippet injection
232,221,13,TOD,code snippet injection
149,142,18,TOD,code snippet injection
157,142,18,TOD,code snippet injection
130,123,18,TOD,code snippet injection
138,123,18,TOD,code snippet injection
111,104,18,TOD,code snippet injection
119,104,18,TOD,code snippet injection
95,90,13,TOD,code snippet injection
101,90,13,TOD,code snippet injection
78,71,18,TOD,code snippet injection
86,71,18,TOD,code snippet injection
59,52,18,TOD,code snippet injection
67,52,18,TOD,code snippet injection
385,380,13,TOD,code snippet injection
391,380,13,TOD,code snippet injection
370,365,13,TOD,code snippet injection
376,365,13,TOD,code snippet injection
352,345,18,TOD,code snippet injection
360,345,18,TOD,code snippet injection
333,326,18,TOD,code snippet injection
341,326,18,TOD,code snippet injection
314,307,18,TOD,code snippet injection
322,307,18,TOD,code snippet injection
298,293,13,TOD,code snippet injection
304,293,13,TOD,code snippet injection
280,273,18,TOD,code snippet injection
288,273,18,TOD,code snippet injection
