line,loc,length,bug type,approach
234,229,13,TOD,code snippet injection
240,229,13,TOD,code snippet injection
151,146,13,TOD,code snippet injection
157,146,13,TOD,code snippet injection
137,132,13,TOD,code snippet injection
143,132,13,TOD,code snippet injection
719,714,13,TOD,code snippet injection
725,714,13,TOD,code snippet injection
693,688,18,TOD,code snippet injection
701,688,18,TOD,code snippet injection
667,662,13,TOD,code snippet injection
673,662,13,TOD,code snippet injection
640,635,18,TOD,code snippet injection
648,635,18,TOD,code snippet injection
609,604,13,TOD,code snippet injection
615,604,13,TOD,code snippet injection
576,571,18,TOD,code snippet injection
584,571,18,TOD,code snippet injection
547,542,18,TOD,code snippet injection
555,542,18,TOD,code snippet injection
522,517,18,TOD,code snippet injection
530,517,18,TOD,code snippet injection
496,491,13,TOD,code snippet injection
502,491,13,TOD,code snippet injection
475,470,13,TOD,code snippet injection
481,470,13,TOD,code snippet injection
449,444,18,TOD,code snippet injection
457,444,18,TOD,code snippet injection
303,298,18,TOD,code snippet injection
311,298,18,TOD,code snippet injection
279,274,18,TOD,code snippet injection
287,274,18,TOD,code snippet injection
252,247,18,TOD,code snippet injection
260,247,18,TOD,code snippet injection
175,170,18,TOD,code snippet injection
183,170,18,TOD,code snippet injection
123,118,13,TOD,code snippet injection
129,118,13,TOD,code snippet injection
109,104,13,TOD,code snippet injection
115,104,13,TOD,code snippet injection
95,90,13,TOD,code snippet injection
101,90,13,TOD,code snippet injection
81,76,13,TOD,code snippet injection
87,76,13,TOD,code snippet injection
67,62,13,TOD,code snippet injection
73,62,13,TOD,code snippet injection
53,48,13,TOD,code snippet injection
59,48,13,TOD,code snippet injection
417,412,18,TOD,code snippet injection
425,412,18,TOD,code snippet injection
403,398,13,TOD,code snippet injection
409,398,13,TOD,code snippet injection
388,383,13,TOD,code snippet injection
394,383,13,TOD,code snippet injection
369,364,18,TOD,code snippet injection
377,364,18,TOD,code snippet injection
350,345,18,TOD,code snippet injection
358,345,18,TOD,code snippet injection
331,326,18,TOD,code snippet injection
339,326,18,TOD,code snippet injection
219,214,13,TOD,code snippet injection
225,214,13,TOD,code snippet injection
200,195,18,TOD,code snippet injection
208,195,18,TOD,code snippet injection
