line,loc,length,bug type,approach
606,601,13,TOD,code snippet injection
612,601,13,TOD,code snippet injection
311,306,13,TOD,code snippet injection
317,306,13,TOD,code snippet injection
297,292,13,TOD,code snippet injection
303,292,13,TOD,code snippet injection
98,93,13,TOD,code snippet injection
104,93,13,TOD,code snippet injection
15,10,18,TOD,code snippet injection
23,10,18,TOD,code snippet injection
753,748,13,TOD,code snippet injection
759,748,13,TOD,code snippet injection
727,722,18,TOD,code snippet injection
735,722,18,TOD,code snippet injection
706,701,13,TOD,code snippet injection
712,701,13,TOD,code snippet injection
680,675,18,TOD,code snippet injection
688,675,18,TOD,code snippet injection
652,647,18,TOD,code snippet injection
660,647,18,TOD,code snippet injection
577,572,18,TOD,code snippet injection
585,572,18,TOD,code snippet injection
560,555,13,TOD,code snippet injection
566,555,13,TOD,code snippet injection
543,538,13,TOD,code snippet injection
549,538,13,TOD,code snippet injection
451,446,18,TOD,code snippet injection
459,446,18,TOD,code snippet injection
410,405,18,TOD,code snippet injection
418,405,18,TOD,code snippet injection
355,350,18,TOD,code snippet injection
363,350,18,TOD,code snippet injection
332,327,18,TOD,code snippet injection
340,327,18,TOD,code snippet injection
272,267,18,TOD,code snippet injection
280,267,18,TOD,code snippet injection
255,250,13,TOD,code snippet injection
261,250,13,TOD,code snippet injection
238,233,13,TOD,code snippet injection
244,233,13,TOD,code snippet injection
221,216,13,TOD,code snippet injection
227,216,13,TOD,code snippet injection
202,197,13,TOD,code snippet injection
208,197,13,TOD,code snippet injection
183,178,13,TOD,code snippet injection
189,178,13,TOD,code snippet injection
164,159,13,TOD,code snippet injection
170,159,13,TOD,code snippet injection
139,134,18,TOD,code snippet injection
147,134,18,TOD,code snippet injection
120,115,13,TOD,code snippet injection
126,115,13,TOD,code snippet injection
40,35,13,TOD,code snippet injection
46,35,13,TOD,code snippet injection
504,499,18,TOD,code snippet injection
512,499,18,TOD,code snippet injection
78,73,18,TOD,code snippet injection
86,73,18,TOD,code snippet injection
59,54,18,TOD,code snippet injection
67,54,18,TOD,code snippet injection
