line,loc,length,bug type,approach
341,336,13,TOD,code snippet injection
347,336,13,TOD,code snippet injection
327,322,13,TOD,code snippet injection
333,322,13,TOD,code snippet injection
465,460,13,TOD,code snippet injection
471,460,13,TOD,code snippet injection
445,440,13,TOD,code snippet injection
451,440,13,TOD,code snippet injection
305,300,18,TOD,code snippet injection
313,300,18,TOD,code snippet injection
283,278,13,TOD,code snippet injection
289,278,13,TOD,code snippet injection
254,249,18,TOD,code snippet injection
262,249,18,TOD,code snippet injection
227,222,13,TOD,code snippet injection
233,222,13,TOD,code snippet injection
197,192,18,TOD,code snippet injection
205,192,18,TOD,code snippet injection
120,115,18,TOD,code snippet injection
128,115,18,TOD,code snippet injection
101,96,18,TOD,code snippet injection
109,96,18,TOD,code snippet injection
87,82,13,TOD,code snippet injection
93,82,13,TOD,code snippet injection
73,68,13,TOD,code snippet injection
79,68,13,TOD,code snippet injection
54,49,18,TOD,code snippet injection
62,49,18,TOD,code snippet injection
419,414,18,TOD,code snippet injection
427,414,18,TOD,code snippet injection
400,395,18,TOD,code snippet injection
408,395,18,TOD,code snippet injection
381,376,18,TOD,code snippet injection
389,376,18,TOD,code snippet injection
362,357,18,TOD,code snippet injection
370,357,18,TOD,code snippet injection
175,170,13,TOD,code snippet injection
181,170,13,TOD,code snippet injection
161,156,13,TOD,code snippet injection
167,156,13,TOD,code snippet injection
147,142,13,TOD,code snippet injection
153,142,13,TOD,code snippet injection
