line,loc,length,bug type,approach
367,362,13,TOD,code snippet injection
373,362,13,TOD,code snippet injection
120,115,13,TOD,code snippet injection
126,115,13,TOD,code snippet injection
443,438,13,TOD,code snippet injection
449,438,13,TOD,code snippet injection
424,419,13,TOD,code snippet injection
430,419,13,TOD,code snippet injection
386,381,18,TOD,code snippet injection
394,381,18,TOD,code snippet injection
307,302,13,TOD,code snippet injection
313,302,13,TOD,code snippet injection
248,243,18,TOD,code snippet injection
256,243,18,TOD,code snippet injection
226,221,13,TOD,code snippet injection
232,221,13,TOD,code snippet injection
200,195,18,TOD,code snippet injection
208,195,18,TOD,code snippet injection
167,162,18,TOD,code snippet injection
175,162,18,TOD,code snippet injection
142,137,18,TOD,code snippet injection
150,137,18,TOD,code snippet injection
352,347,13,TOD,code snippet injection
358,347,13,TOD,code snippet injection
338,333,13,TOD,code snippet injection
344,333,13,TOD,code snippet injection
282,277,18,TOD,code snippet injection
290,277,18,TOD,code snippet injection
100,95,18,TOD,code snippet injection
108,95,18,TOD,code snippet injection
