line,loc,length,bug type,approach
252,247,13,TOD,code snippet injection
258,247,13,TOD,code snippet injection
236,231,13,TOD,code snippet injection
242,231,13,TOD,code snippet injection
220,215,13,TOD,code snippet injection
226,215,13,TOD,code snippet injection
607,602,13,TOD,code snippet injection
613,602,13,TOD,code snippet injection
582,575,18,TOD,code snippet injection
590,575,18,TOD,code snippet injection
553,548,13,TOD,code snippet injection
559,548,13,TOD,code snippet injection
521,514,18,TOD,code snippet injection
529,514,18,TOD,code snippet injection
492,487,13,TOD,code snippet injection
498,487,13,TOD,code snippet injection
462,455,18,TOD,code snippet injection
470,455,18,TOD,code snippet injection
430,423,18,TOD,code snippet injection
438,423,18,TOD,code snippet injection
398,391,18,TOD,code snippet injection
406,391,18,TOD,code snippet injection
373,368,13,TOD,code snippet injection
379,368,13,TOD,code snippet injection
350,345,13,TOD,code snippet injection
356,345,13,TOD,code snippet injection
325,318,18,TOD,code snippet injection
333,318,18,TOD,code snippet injection
300,293,18,TOD,code snippet injection
308,293,18,TOD,code snippet injection
80,73,18,TOD,code snippet injection
88,73,18,TOD,code snippet injection
201,194,18,TOD,code snippet injection
209,194,18,TOD,code snippet injection
182,175,18,TOD,code snippet injection
190,175,18,TOD,code snippet injection
164,159,13,TOD,code snippet injection
170,159,13,TOD,code snippet injection
150,145,13,TOD,code snippet injection
156,145,13,TOD,code snippet injection
135,130,13,TOD,code snippet injection
141,130,13,TOD,code snippet injection
121,116,13,TOD,code snippet injection
127,116,13,TOD,code snippet injection
107,102,13,TOD,code snippet injection
113,102,13,TOD,code snippet injection
60,55,13,TOD,code snippet injection
66,55,13,TOD,code snippet injection
