line,loc,length,bug type,approach
41,36,13,TOD,code snippet injection
47,36,13,TOD,code snippet injection
27,22,13,TOD,code snippet injection
33,22,13,TOD,code snippet injection
13,8,13,TOD,code snippet injection
19,8,13,TOD,code snippet injection
451,446,13,TOD,code snippet injection
457,446,13,TOD,code snippet injection
430,423,18,TOD,code snippet injection
438,423,18,TOD,code snippet injection
408,403,13,TOD,code snippet injection
414,403,13,TOD,code snippet injection
386,379,18,TOD,code snippet injection
394,379,18,TOD,code snippet injection
361,356,13,TOD,code snippet injection
367,356,13,TOD,code snippet injection
341,334,18,TOD,code snippet injection
349,334,18,TOD,code snippet injection
316,309,18,TOD,code snippet injection
324,309,18,TOD,code snippet injection
290,283,18,TOD,code snippet injection
298,283,18,TOD,code snippet injection
251,246,13,TOD,code snippet injection
257,246,13,TOD,code snippet injection
217,212,13,TOD,code snippet injection
223,212,13,TOD,code snippet injection
179,172,18,TOD,code snippet injection
187,172,18,TOD,code snippet injection
158,151,18,TOD,code snippet injection
166,151,18,TOD,code snippet injection
139,132,18,TOD,code snippet injection
147,132,18,TOD,code snippet injection
119,112,18,TOD,code snippet injection
127,112,18,TOD,code snippet injection
100,93,18,TOD,code snippet injection
108,93,18,TOD,code snippet injection
84,79,13,TOD,code snippet injection
90,79,13,TOD,code snippet injection
70,65,13,TOD,code snippet injection
76,65,13,TOD,code snippet injection
56,51,13,TOD,code snippet injection
62,51,13,TOD,code snippet injection
