line,loc,length,bug type,approach
184,179,13,TOD,code snippet injection
190,179,13,TOD,code snippet injection
170,165,13,TOD,code snippet injection
176,165,13,TOD,code snippet injection
156,151,13,TOD,code snippet injection
162,151,13,TOD,code snippet injection
142,137,13,TOD,code snippet injection
148,137,13,TOD,code snippet injection
125,118,18,TOD,code snippet injection
133,118,18,TOD,code snippet injection
109,104,13,TOD,code snippet injection
115,104,13,TOD,code snippet injection
92,85,18,TOD,code snippet injection
100,85,18,TOD,code snippet injection
514,509,13,TOD,code snippet injection
520,509,13,TOD,code snippet injection
491,484,18,TOD,code snippet injection
499,484,18,TOD,code snippet injection
468,461,18,TOD,code snippet injection
476,461,18,TOD,code snippet injection
445,438,18,TOD,code snippet injection
453,438,18,TOD,code snippet injection
425,420,13,TOD,code snippet injection
431,420,13,TOD,code snippet injection
401,396,13,TOD,code snippet injection
407,396,13,TOD,code snippet injection
351,344,18,TOD,code snippet injection
359,344,18,TOD,code snippet injection
293,286,18,TOD,code snippet injection
301,286,18,TOD,code snippet injection
259,252,18,TOD,code snippet injection
267,252,18,TOD,code snippet injection
228,221,18,TOD,code snippet injection
236,221,18,TOD,code snippet injection
205,198,18,TOD,code snippet injection
213,198,18,TOD,code snippet injection
74,69,13,TOD,code snippet injection
80,69,13,TOD,code snippet injection
51,46,13,TOD,code snippet injection
57,46,13,TOD,code snippet injection
18,13,13,TOD,code snippet injection
24,13,13,TOD,code snippet injection
