line,loc,length,bug type,approach
262,257,13,TOD,code snippet injection
268,257,13,TOD,code snippet injection
247,242,13,TOD,code snippet injection
253,242,13,TOD,code snippet injection
232,227,13,TOD,code snippet injection
238,227,13,TOD,code snippet injection
661,656,13,TOD,code snippet injection
667,656,13,TOD,code snippet injection
641,634,18,TOD,code snippet injection
649,634,18,TOD,code snippet injection
618,613,13,TOD,code snippet injection
624,613,13,TOD,code snippet injection
592,587,18,TOD,code snippet injection
600,587,18,TOD,code snippet injection
569,564,13,TOD,code snippet injection
575,564,13,TOD,code snippet injection
545,538,18,TOD,code snippet injection
553,538,18,TOD,code snippet injection
400,393,18,TOD,code snippet injection
408,393,18,TOD,code snippet injection
373,366,18,TOD,code snippet injection
381,366,18,TOD,code snippet injection
351,346,13,TOD,code snippet injection
357,346,13,TOD,code snippet injection
331,326,13,TOD,code snippet injection
337,326,13,TOD,code snippet injection
310,303,18,TOD,code snippet injection
318,303,18,TOD,code snippet injection
285,278,18,TOD,code snippet injection
293,278,18,TOD,code snippet injection
106,99,18,TOD,code snippet injection
114,99,18,TOD,code snippet injection
79,72,18,TOD,code snippet injection
87,72,18,TOD,code snippet injection
507,500,18,TOD,code snippet injection
515,500,18,TOD,code snippet injection
483,478,13,TOD,code snippet injection
489,478,13,TOD,code snippet injection
469,464,13,TOD,code snippet injection
475,464,13,TOD,code snippet injection
454,449,13,TOD,code snippet injection
460,449,13,TOD,code snippet injection
440,435,13,TOD,code snippet injection
446,435,13,TOD,code snippet injection
426,421,13,TOD,code snippet injection
432,421,13,TOD,code snippet injection
217,212,13,TOD,code snippet injection
223,212,13,TOD,code snippet injection
200,193,18,TOD,code snippet injection
208,193,18,TOD,code snippet injection
183,178,13,TOD,code snippet injection
189,178,13,TOD,code snippet injection
169,164,13,TOD,code snippet injection
175,164,13,TOD,code snippet injection
152,145,18,TOD,code snippet injection
160,145,18,TOD,code snippet injection
133,126,18,TOD,code snippet injection
141,126,18,TOD,code snippet injection
56,49,18,TOD,code snippet injection
64,49,18,TOD,code snippet injection
