line,loc,length,bug type,approach
470,465,13,TOD,code snippet injection
476,465,13,TOD,code snippet injection
240,235,13,TOD,code snippet injection
246,235,13,TOD,code snippet injection
189,184,13,TOD,code snippet injection
195,184,13,TOD,code snippet injection
157,152,13,TOD,code snippet injection
163,152,13,TOD,code snippet injection
1018,1011,18,TOD,code snippet injection
1026,1011,18,TOD,code snippet injection
995,990,13,TOD,code snippet injection
1001,990,13,TOD,code snippet injection
971,964,18,TOD,code snippet injection
979,964,18,TOD,code snippet injection
943,938,13,TOD,code snippet injection
949,938,13,TOD,code snippet injection
918,911,18,TOD,code snippet injection
926,911,18,TOD,code snippet injection
878,871,18,TOD,code snippet injection
886,871,18,TOD,code snippet injection
845,838,18,TOD,code snippet injection
853,838,18,TOD,code snippet injection
807,802,13,TOD,code snippet injection
813,802,13,TOD,code snippet injection
786,781,13,TOD,code snippet injection
792,781,13,TOD,code snippet injection
762,755,18,TOD,code snippet injection
770,755,18,TOD,code snippet injection
737,730,18,TOD,code snippet injection
745,730,18,TOD,code snippet injection
713,706,18,TOD,code snippet injection
721,706,18,TOD,code snippet injection
687,680,18,TOD,code snippet injection
695,680,18,TOD,code snippet injection
665,658,18,TOD,code snippet injection
673,658,18,TOD,code snippet injection
645,640,13,TOD,code snippet injection
651,640,13,TOD,code snippet injection
627,622,13,TOD,code snippet injection
633,622,13,TOD,code snippet injection
582,577,13,TOD,code snippet injection
588,577,13,TOD,code snippet injection
548,543,13,TOD,code snippet injection
554,543,13,TOD,code snippet injection
510,505,13,TOD,code snippet injection
516,505,13,TOD,code snippet injection
305,300,13,TOD,code snippet injection
311,300,13,TOD,code snippet injection
282,275,18,TOD,code snippet injection
290,275,18,TOD,code snippet injection
258,253,13,TOD,code snippet injection
264,253,13,TOD,code snippet injection
215,210,13,TOD,code snippet injection
221,210,13,TOD,code snippet injection
159,152,18,TOD,code snippet injection
167,152,18,TOD,code snippet injection
140,133,18,TOD,code snippet injection
148,133,18,TOD,code snippet injection
121,114,18,TOD,code snippet injection
129,114,18,TOD,code snippet injection
105,100,13,TOD,code snippet injection
111,100,13,TOD,code snippet injection
88,81,18,TOD,code snippet injection
96,81,18,TOD,code snippet injection
69,62,18,TOD,code snippet injection
77,62,18,TOD,code snippet injection
455,450,13,TOD,code snippet injection
461,450,13,TOD,code snippet injection
441,436,13,TOD,code snippet injection
447,436,13,TOD,code snippet injection
424,417,18,TOD,code snippet injection
432,417,18,TOD,code snippet injection
405,398,18,TOD,code snippet injection
413,398,18,TOD,code snippet injection
386,379,18,TOD,code snippet injection
394,379,18,TOD,code snippet injection
370,365,13,TOD,code snippet injection
376,365,13,TOD,code snippet injection
353,346,18,TOD,code snippet injection
361,346,18,TOD,code snippet injection
