line,loc,length,bug type,approach
397,392,13,TOD,code snippet injection
403,392,13,TOD,code snippet injection
376,371,13,TOD,code snippet injection
382,371,13,TOD,code snippet injection
353,348,13,TOD,code snippet injection
359,348,13,TOD,code snippet injection
316,311,13,TOD,code snippet injection
322,311,13,TOD,code snippet injection
296,289,18,TOD,code snippet injection
304,289,18,TOD,code snippet injection
277,272,13,TOD,code snippet injection
283,272,13,TOD,code snippet injection
233,226,18,TOD,code snippet injection
241,226,18,TOD,code snippet injection
217,212,13,TOD,code snippet injection
223,212,13,TOD,code snippet injection
200,193,18,TOD,code snippet injection
208,193,18,TOD,code snippet injection
181,174,18,TOD,code snippet injection
189,174,18,TOD,code snippet injection
161,154,18,TOD,code snippet injection
169,154,18,TOD,code snippet injection
145,140,13,TOD,code snippet injection
151,140,13,TOD,code snippet injection
130,125,13,TOD,code snippet injection
136,125,13,TOD,code snippet injection
113,106,18,TOD,code snippet injection
121,106,18,TOD,code snippet injection
94,87,18,TOD,code snippet injection
102,87,18,TOD,code snippet injection
74,67,18,TOD,code snippet injection
82,67,18,TOD,code snippet injection
55,48,18,TOD,code snippet injection
63,48,18,TOD,code snippet injection
36,29,18,TOD,code snippet injection
44,29,18,TOD,code snippet injection
