line,loc,length,bug type,approach
294,289,13,TOD,code snippet injection
300,289,13,TOD,code snippet injection
216,211,13,TOD,code snippet injection
222,211,13,TOD,code snippet injection
202,197,13,TOD,code snippet injection
208,197,13,TOD,code snippet injection
754,749,13,TOD,code snippet injection
760,749,13,TOD,code snippet injection
728,723,18,TOD,code snippet injection
736,723,18,TOD,code snippet injection
707,702,13,TOD,code snippet injection
713,702,13,TOD,code snippet injection
676,671,18,TOD,code snippet injection
684,671,18,TOD,code snippet injection
654,649,13,TOD,code snippet injection
660,649,13,TOD,code snippet injection
618,613,18,TOD,code snippet injection
626,613,18,TOD,code snippet injection
585,580,18,TOD,code snippet injection
593,580,18,TOD,code snippet injection
554,549,18,TOD,code snippet injection
562,549,18,TOD,code snippet injection
533,528,13,TOD,code snippet injection
539,528,13,TOD,code snippet injection
512,507,13,TOD,code snippet injection
518,507,13,TOD,code snippet injection
363,358,18,TOD,code snippet injection
371,358,18,TOD,code snippet injection
339,334,18,TOD,code snippet injection
347,334,18,TOD,code snippet injection
312,307,18,TOD,code snippet injection
320,307,18,TOD,code snippet injection
240,235,18,TOD,code snippet injection
248,235,18,TOD,code snippet injection
183,178,18,TOD,code snippet injection
191,178,18,TOD,code snippet injection
169,164,13,TOD,code snippet injection
175,164,13,TOD,code snippet injection
155,150,13,TOD,code snippet injection
161,150,13,TOD,code snippet injection
141,136,13,TOD,code snippet injection
147,136,13,TOD,code snippet injection
127,122,13,TOD,code snippet injection
133,122,13,TOD,code snippet injection
113,108,13,TOD,code snippet injection
119,108,13,TOD,code snippet injection
91,86,13,TOD,code snippet injection
97,86,13,TOD,code snippet injection
69,64,18,TOD,code snippet injection
77,64,18,TOD,code snippet injection
52,47,13,TOD,code snippet injection
58,47,13,TOD,code snippet injection
35,30,13,TOD,code snippet injection
41,30,13,TOD,code snippet injection
480,475,18,TOD,code snippet injection
488,475,18,TOD,code snippet injection
461,456,18,TOD,code snippet injection
469,456,18,TOD,code snippet injection
441,436,18,TOD,code snippet injection
449,436,18,TOD,code snippet injection
427,422,13,TOD,code snippet injection
433,422,13,TOD,code snippet injection
408,403,18,TOD,code snippet injection
416,403,18,TOD,code snippet injection
389,384,18,TOD,code snippet injection
397,384,18,TOD,code snippet injection
279,274,13,TOD,code snippet injection
285,274,13,TOD,code snippet injection
265,260,13,TOD,code snippet injection
271,260,13,TOD,code snippet injection
