line,loc,length,bug type,approach
1359,1354,13,TOD,code snippet injection
1365,1354,13,TOD,code snippet injection
1335,1330,13,TOD,code snippet injection
1341,1330,13,TOD,code snippet injection
1285,1280,13,TOD,code snippet injection
1291,1280,13,TOD,code snippet injection
1265,1260,13,TOD,code snippet injection
1271,1260,13,TOD,code snippet injection
1198,1191,18,TOD,code snippet injection
1206,1191,18,TOD,code snippet injection
1162,1157,13,TOD,code snippet injection
1168,1157,13,TOD,code snippet injection
1125,1118,18,TOD,code snippet injection
1133,1118,18,TOD,code snippet injection
1089,1084,13,TOD,code snippet injection
1095,1084,13,TOD,code snippet injection
1068,1061,18,TOD,code snippet injection
1076,1061,18,TOD,code snippet injection
1032,1025,18,TOD,code snippet injection
1040,1025,18,TOD,code snippet injection
1004,997,18,TOD,code snippet injection
1012,997,18,TOD,code snippet injection
980,975,13,TOD,code snippet injection
986,975,13,TOD,code snippet injection
958,953,13,TOD,code snippet injection
964,953,13,TOD,code snippet injection
919,912,18,TOD,code snippet injection
927,912,18,TOD,code snippet injection
880,873,18,TOD,code snippet injection
888,873,18,TOD,code snippet injection
803,796,18,TOD,code snippet injection
811,796,18,TOD,code snippet injection
776,769,18,TOD,code snippet injection
784,769,18,TOD,code snippet injection
749,742,18,TOD,code snippet injection
757,742,18,TOD,code snippet injection
725,720,13,TOD,code snippet injection
731,720,13,TOD,code snippet injection
698,693,13,TOD,code snippet injection
704,693,13,TOD,code snippet injection
653,648,13,TOD,code snippet injection
659,648,13,TOD,code snippet injection
612,607,13,TOD,code snippet injection
618,607,13,TOD,code snippet injection
586,581,13,TOD,code snippet injection
592,581,13,TOD,code snippet injection
569,564,13,TOD,code snippet injection
575,564,13,TOD,code snippet injection
543,536,18,TOD,code snippet injection
551,536,18,TOD,code snippet injection
504,499,13,TOD,code snippet injection
510,499,13,TOD,code snippet injection
481,476,13,TOD,code snippet injection
487,476,13,TOD,code snippet injection
446,439,18,TOD,code snippet injection
454,439,18,TOD,code snippet injection
427,420,18,TOD,code snippet injection
435,420,18,TOD,code snippet injection
408,401,18,TOD,code snippet injection
416,401,18,TOD,code snippet injection
392,387,13,TOD,code snippet injection
398,387,13,TOD,code snippet injection
375,368,18,TOD,code snippet injection
383,368,18,TOD,code snippet injection
355,348,18,TOD,code snippet injection
363,348,18,TOD,code snippet injection
339,334,13,TOD,code snippet injection
345,334,13,TOD,code snippet injection
325,320,13,TOD,code snippet injection
331,320,13,TOD,code snippet injection
308,301,18,TOD,code snippet injection
316,301,18,TOD,code snippet injection
289,282,18,TOD,code snippet injection
297,282,18,TOD,code snippet injection
270,263,18,TOD,code snippet injection
278,263,18,TOD,code snippet injection
254,249,13,TOD,code snippet injection
260,249,13,TOD,code snippet injection
237,230,18,TOD,code snippet injection
245,230,18,TOD,code snippet injection
