line,loc,length,bug type,approach
455,450,13,TOD,code snippet injection
461,450,13,TOD,code snippet injection
441,436,13,TOD,code snippet injection
447,436,13,TOD,code snippet injection
427,422,13,TOD,code snippet injection
433,422,13,TOD,code snippet injection
413,408,13,TOD,code snippet injection
419,408,13,TOD,code snippet injection
394,389,18,TOD,code snippet injection
402,389,18,TOD,code snippet injection
380,375,13,TOD,code snippet injection
386,375,13,TOD,code snippet injection
176,171,18,TOD,code snippet injection
184,171,18,TOD,code snippet injection
857,852,13,TOD,code snippet injection
863,852,13,TOD,code snippet injection
820,815,18,TOD,code snippet injection
828,815,18,TOD,code snippet injection
793,788,18,TOD,code snippet injection
801,788,18,TOD,code snippet injection
750,745,18,TOD,code snippet injection
758,745,18,TOD,code snippet injection
731,726,13,TOD,code snippet injection
737,726,13,TOD,code snippet injection
714,709,13,TOD,code snippet injection
720,709,13,TOD,code snippet injection
687,682,18,TOD,code snippet injection
695,682,18,TOD,code snippet injection
661,656,18,TOD,code snippet injection
669,656,18,TOD,code snippet injection
635,630,18,TOD,code snippet injection
643,630,18,TOD,code snippet injection
612,607,18,TOD,code snippet injection
620,607,18,TOD,code snippet injection
582,577,18,TOD,code snippet injection
590,577,18,TOD,code snippet injection
564,559,13,TOD,code snippet injection
570,559,13,TOD,code snippet injection
546,541,13,TOD,code snippet injection
552,541,13,TOD,code snippet injection
522,517,13,TOD,code snippet injection
528,517,13,TOD,code snippet injection
500,495,13,TOD,code snippet injection
506,495,13,TOD,code snippet injection
475,470,13,TOD,code snippet injection
481,470,13,TOD,code snippet injection
248,243,13,TOD,code snippet injection
254,243,13,TOD,code snippet injection
222,217,18,TOD,code snippet injection
230,217,18,TOD,code snippet injection
199,194,13,TOD,code snippet injection
205,194,13,TOD,code snippet injection
365,360,13,TOD,code snippet injection
371,360,13,TOD,code snippet injection
346,341,18,TOD,code snippet injection
354,341,18,TOD,code snippet injection
327,322,18,TOD,code snippet injection
335,322,18,TOD,code snippet injection
307,302,18,TOD,code snippet injection
315,302,18,TOD,code snippet injection
293,288,13,TOD,code snippet injection
299,288,13,TOD,code snippet injection
274,269,18,TOD,code snippet injection
282,269,18,TOD,code snippet injection
155,150,18,TOD,code snippet injection
163,150,18,TOD,code snippet injection
141,136,13,TOD,code snippet injection
147,136,13,TOD,code snippet injection
