line,loc,length,bug type,approach
495,490,13,TOD,code snippet injection
501,490,13,TOD,code snippet injection
481,476,13,TOD,code snippet injection
487,476,13,TOD,code snippet injection
467,462,13,TOD,code snippet injection
473,462,13,TOD,code snippet injection
124,119,13,TOD,code snippet injection
130,119,13,TOD,code snippet injection
107,100,18,TOD,code snippet injection
115,100,18,TOD,code snippet injection
91,86,13,TOD,code snippet injection
97,86,13,TOD,code snippet injection
74,67,18,TOD,code snippet injection
82,67,18,TOD,code snippet injection
617,612,13,TOD,code snippet injection
623,612,13,TOD,code snippet injection
592,585,18,TOD,code snippet injection
600,585,18,TOD,code snippet injection
561,554,18,TOD,code snippet injection
569,554,18,TOD,code snippet injection
534,527,18,TOD,code snippet injection
542,527,18,TOD,code snippet injection
514,509,13,TOD,code snippet injection
520,509,13,TOD,code snippet injection
435,430,13,TOD,code snippet injection
441,430,13,TOD,code snippet injection
413,406,18,TOD,code snippet injection
421,406,18,TOD,code snippet injection
389,382,18,TOD,code snippet injection
397,382,18,TOD,code snippet injection
364,357,18,TOD,code snippet injection
372,357,18,TOD,code snippet injection
339,332,18,TOD,code snippet injection
347,332,18,TOD,code snippet injection
316,309,18,TOD,code snippet injection
324,309,18,TOD,code snippet injection
296,291,13,TOD,code snippet injection
302,291,13,TOD,code snippet injection
278,273,13,TOD,code snippet injection
284,273,13,TOD,code snippet injection
260,255,13,TOD,code snippet injection
266,255,13,TOD,code snippet injection
242,237,13,TOD,code snippet injection
248,237,13,TOD,code snippet injection
224,219,13,TOD,code snippet injection
230,219,13,TOD,code snippet injection
188,183,13,TOD,code snippet injection
194,183,13,TOD,code snippet injection
167,160,18,TOD,code snippet injection
175,160,18,TOD,code snippet injection
147,142,13,TOD,code snippet injection
153,142,13,TOD,code snippet injection
452,447,13,TOD,code snippet injection
458,447,13,TOD,code snippet injection
54,47,18,TOD,code snippet injection
62,47,18,TOD,code snippet injection
35,28,18,TOD,code snippet injection
43,28,18,TOD,code snippet injection
16,9,18,TOD,code snippet injection
24,9,18,TOD,code snippet injection
