block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,19,
2,function,mul,20,27,
3,imaginary,block_3_imag,28,28,
4,function,div,29,32,
5,imaginary,block_5_imag,33,33,
6,function,sub,34,37,
7,imaginary,block_7_imag,38,38,
8,function,add,39,43,
9,imaginary,block_9_imag,44,44,
10,function,ceil,45,49,
11,imaginary,block_11_imag,50,61,"54,61"
12,function,play_tmstmp11,62,65,
13,imaginary,block_13_imag,66,73,
14,function,transferOwnership,74,78,
15,function,bug_tmstmp1,79,81,79
16,imaginary,block_16_imag,82,89,89
17,function,play_tmstmp18,90,92,
18,imaginary,block_18_imag,93,93,
19,function,bug_tmstmp29,94,96,94
20,imaginary,block_20_imag,97,104,104
21,function,play_tmstmp2,105,107,
22,imaginary,block_22_imag,108,108,
23,function,name,109,111,
24,function,bug_tmstmp17,112,114,112
25,imaginary,block_25_imag,115,115,
26,function,symbol,116,118,
27,function,bug_tmstmp37,119,121,119
28,imaginary,block_28_imag,122,122,
29,function,decimals,123,125,
30,imaginary,block_30_imag,126,126,126
31,function,play_tmstmp3,127,130,
32,imaginary,block_32_imag,131,136,136
33,function,play_tmstmp6,137,139,
34,imaginary,block_34_imag,140,140,
35,function,bug_tmstmp16,141,149,141
36,imaginary,block_36_imag,150,151,
37,function,bug_tmstmp24,152,160,152
38,imaginary,block_38_imag,161,161,
39,function,bug_tmstmp5,162,164,162
40,imaginary,block_40_imag,165,166,166
41,function,play_tmstmp15,167,170,
42,imaginary,block_42_imag,171,171,
43,function,bug_tmstmp28,172,180,172
44,imaginary,block_44_imag,181,182,182
45,function,play_tmstmp34,183,185,
46,imaginary,block_46_imag,186,186,
47,function,bug_tmstmp21,187,189,187
48,imaginary,block_48_imag,190,191,191
49,function,play_tmstmp10,192,194,
50,imaginary,block_50_imag,195,206,"196,198,200,202,206"
51,function,play_tmstmp22,207,209,
52,imaginary,block_52_imag,210,210,
53,function,bug_tmstmp12,211,219,211
54,imaginary,block_54_imag,220,224,
55,function,bug_tmstmp9,225,227,225
56,imaginary,block_56_imag,228,228,
57,function,totalSupply,229,231,
58,function,bug_tmstmp25,232,234,232
59,imaginary,block_59_imag,235,235,
60,function,balanceOf,236,238,
61,imaginary,block_61_imag,239,239,239
62,function,play_tmstmp19,240,243,
63,imaginary,block_63_imag,244,244,
64,function,allowance,245,247,
65,imaginary,block_65_imag,248,248,248
66,function,play_tmstmp26,249,251,
67,imaginary,block_67_imag,252,252,
68,function,findOnePercent,253,257,
69,function,bug_tmstmp20,258,266,258
70,function,findDPPercent,267,271,
71,function,bug_tmstmp32,272,280,272
72,imaginary,block_72_imag,281,281,
73,function,transfer,282,337,
74,imaginary,block_74_imag,338,338,338
75,function,play_tmstmp38,339,341,
76,imaginary,block_76_imag,342,342,
77,function,multiTransfer,343,347,
78,function,bug_tmstmp4,348,356,348
79,imaginary,block_79_imag,357,357,
80,function,approve,358,363,
81,imaginary,block_81_imag,364,364,364
82,function,play_tmstmp7,365,368,
83,imaginary,block_83_imag,369,369,
84,function,transferFrom,370,424,
85,imaginary,block_85_imag,425,425,425
86,function,play_tmstmp23,426,429,
87,imaginary,block_87_imag,430,430,
88,function,increaseAllowance,431,436,
89,imaginary,block_89_imag,437,437,437
90,function,play_tmstmp14,438,440,
91,imaginary,block_91_imag,441,441,
92,function,decreaseAllowance,442,447,
93,imaginary,block_93_imag,448,448,448
94,function,play_tmstmp30,449,451,
95,imaginary,block_95_imag,452,452,
96,function,_mint,453,457,
97,function,bug_tmstmp8,458,466,458
98,imaginary,block_98_imag,467,467,
99,function,burn,468,470,
100,imaginary,block_100_imag,471,471,471
101,function,play_tmstmp39,472,475,
102,imaginary,block_102_imag,476,476,
103,function,_burn,477,483,
104,function,bug_tmstmp36,484,492,484
105,imaginary,block_105_imag,493,493,
106,function,burnFrom,494,498,
107,imaginary,block_107_imag,499,499,499
108,function,play_tmstmp35,500,503,
109,imaginary,block_109_imag,504,504,
110,function,NewDanPanAddress,505,509,
111,function,bug_tmstmp40,510,518,510
112,imaginary,block_112_imag,519,519,
113,function,NewDanPanPercent,520,523,
114,function,bug_tmstmp33,524,526,524
115,imaginary,block_115_imag,527,527,
116,function,_isWhitelisted,528,531,
117,imaginary,block_117_imag,532,532,532
118,function,play_tmstmp27,533,536,
119,imaginary,block_119_imag,537,537,
120,function,setWhitelistedTo,538,541,
121,imaginary,block_121_imag,542,542,542
122,function,play_tmstmp31,543,546,
123,imaginary,block_123_imag,547,547,
124,function,setWhitelistedFrom,548,551,
125,function,bug_tmstmp13,552,554,552
126,imaginary,block_126_imag,555,555,
