block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,15,
2,function,mul,16,23,
3,imaginary,block_3_imag,24,27,
4,function,div,28,31,
5,imaginary,block_5_imag,32,35,
6,function,sub,36,39,
7,imaginary,block_7_imag,40,43,
8,function,add,44,48,
9,imaginary,block_9_imag,49,57,
10,function,bug_tmstmp17,58,60,58
11,imaginary,block_11_imag,61,68,
12,function,bug_tmstmp37,69,71,69
13,imaginary,block_13_imag,72,84,80
14,function,transferOwnership,85,88,
15,imaginary,block_15_imag,89,89,89
16,function,play_tmstmp3,90,93,
17,imaginary,block_17_imag,94,97,
18,function,function_at_98,98,98,
19,function,bug_tmstmp9,99,101,99
20,imaginary,block_20_imag,102,102,
21,function,withdrawForUser,103,106,
22,function,bug_tmstmp25,107,109,107
23,imaginary,block_23_imag,110,110,
24,function,moveBrick,111,114,
25,imaginary,block_25_imag,115,115,115
26,function,play_tmstmp19,116,119,
27,imaginary,block_27_imag,120,124,
28,function,moveBrickContracts,125,131,
29,imaginary,block_29_imag,132,132,132
30,function,play_tmstmp26,133,135,
31,imaginary,block_31_imag,136,137,
32,function,moveBrickClear,138,143,
33,function,bug_tmstmp20,144,152,144
34,imaginary,block_34_imag,153,157,
35,function,joinFlexible,158,162,
36,function,bug_tmstmp32,163,171,163
37,function,joinFixed,172,176,
38,imaginary,block_38_imag,177,177,177
39,function,play_tmstmp38,178,180,
40,function,staticBonus,181,185,
41,function,bug_tmstmp4,186,194,186
42,function,activeBonus,195,199,
43,imaginary,block_43_imag,200,200,200
44,function,play_tmstmp7,201,204,
45,function,teamAddBonus,205,209,
46,imaginary,block_46_imag,210,210,210
47,function,play_tmstmp23,211,214,
48,function,staticBonusCacl,215,219,
49,imaginary,block_49_imag,220,220,220
50,function,play_tmstmp14,221,223,
51,function,activeBonusCacl_1,224,228,
52,imaginary,block_52_imag,229,229,229
53,function,play_tmstmp30,230,232,
54,function,activeBonusCacl_2,233,237,
55,function,bug_tmstmp8,238,246,238
56,function,activeBonusCacl_3,247,251,
57,imaginary,block_57_imag,252,252,252
58,function,play_tmstmp39,253,256,
59,function,activeBonusCacl_4,257,261,
60,function,bug_tmstmp36,262,270,262
61,function,activeBonusCacl_5,271,275,
62,imaginary,block_62_imag,276,276,276
63,function,play_tmstmp35,277,280,
64,function,activeBonusCacl_6,281,285,
65,function,bug_tmstmp40,286,294,286
66,function,activeBonusCacl_7,295,299,
67,function,bug_tmstmp33,300,302,300
68,function,activeBonusCacl_8,303,307,
69,imaginary,block_69_imag,308,308,308
70,function,play_tmstmp27,309,312,
71,function,activeBonusCacl_9,313,317,
72,imaginary,block_72_imag,318,318,318
73,function,play_tmstmp31,319,322,
74,function,teamAddBonusCacl,323,327,
75,function,bug_tmstmp13,328,330,328
76,function,caclTeamPerformance,331,335,
77,imaginary,block_77_imag,336,336,336
78,function,releaStaticBonus,337,341,
79,imaginary,block_79_imag,342,342,342
80,function,releaActiveBonus,343,347,
81,imaginary,block_81_imag,348,348,348
82,function,releaTeamAddBonus,349,353,
83,imaginary,block_83_imag,354,355,354
