block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,14,
2,function,mul,15,27,
3,imaginary,block_3_imag,28,31,
4,function,div,32,39,
5,imaginary,block_5_imag,40,43,
6,function,sub,44,49,
7,imaginary,block_7_imag,50,53,
8,function,add,54,59,
9,imaginary,block_9_imag,60,64,
10,function,mod,65,68,
11,imaginary,block_11_imag,69,72,
12,function,max,73,75,
13,imaginary,block_13_imag,76,79,
14,function,min,80,82,
15,imaginary,block_15_imag,83,88,
16,function,average,89,92,
17,imaginary,block_17_imag,93,98,98
18,function,play_tmstmp11,99,102,
19,imaginary,block_19_imag,103,103,
20,function,bug_tmstmp1,104,106,104
21,imaginary,block_21_imag,107,108,108
22,function,play_tmstmp2,109,111,
23,imaginary,block_23_imag,112,112,
24,function,bug_tmstmp17,113,115,113
25,imaginary,block_25_imag,116,116,
26,function,bug_tmstmp37,117,119,117
27,imaginary,block_27_imag,120,121,121
28,function,play_tmstmp3,122,125,
29,imaginary,block_29_imag,126,134,128
30,function,bug_tmstmp9,135,137,135
31,imaginary,block_31_imag,138,141,
32,function,bug_tmstmp25,142,144,142
33,imaginary,block_33_imag,145,146,146
34,function,play_tmstmp19,147,150,
35,imaginary,block_35_imag,151,152,152
36,function,play_tmstmp26,153,155,
37,imaginary,block_37_imag,156,165,165
38,function,play_tmstmp15,166,169,
39,imaginary,block_39_imag,170,171,
40,function,transfer,172,196,
41,function,bug_tmstmp20,197,205,197
42,imaginary,block_42_imag,206,206,
43,function,transfer,207,232,
44,function,bug_tmstmp32,233,241,233
45,imaginary,block_45_imag,242,242,
46,function,balanceOf,243,245,
47,imaginary,block_47_imag,246,246,246
48,function,play_tmstmp38,247,249,
49,imaginary,block_49_imag,250,256,
50,function,bug_tmstmp28,257,265,257
51,imaginary,block_51_imag,266,272,
52,function,bug_tmstmp4,273,281,273
53,imaginary,block_53_imag,282,292,"287,292"
54,function,play_tmstmp34,293,295,
55,imaginary,block_55_imag,296,296,
56,function,bug_tmstmp21,297,299,297
57,imaginary,block_57_imag,300,301,301
58,function,play_tmstmp10,302,304,
59,imaginary,block_59_imag,305,310,310
60,function,play_tmstmp22,311,313,
61,imaginary,block_61_imag,314,315,
62,function,bug_tmstmp12,316,324,316
63,imaginary,block_63_imag,325,332,332
64,function,play_tmstmp7,333,336,
65,imaginary,block_65_imag,337,338,
66,function,changeOwner,339,342,
67,imaginary,block_67_imag,343,343,343
68,function,play_tmstmp23,344,347,
69,imaginary,block_69_imag,348,349,
70,function,pauseContract,350,352,
71,imaginary,block_71_imag,353,353,353
72,function,play_tmstmp14,354,356,
73,imaginary,block_73_imag,357,357,
74,function,resumeContract,358,360,
75,imaginary,block_75_imag,361,361,361
76,function,play_tmstmp30,362,364,
77,imaginary,block_77_imag,365,365,
78,function,is_contract_paused,366,368,
79,function,bug_tmstmp8,369,377,369
80,imaginary,block_80_imag,378,379,
81,function,lock,380,382,
82,imaginary,block_82_imag,383,383,383
83,function,play_tmstmp39,384,387,
84,imaginary,block_84_imag,388,388,
85,function,unlock,389,391,
86,function,bug_tmstmp36,392,400,392
87,imaginary,block_87_imag,401,401,
88,function,am_I_locked,402,404,
89,imaginary,block_89_imag,405,405,405
90,function,play_tmstmp35,406,409,
91,imaginary,block_91_imag,410,411,
92,function,function_at_412,412,412,
93,function,bug_tmstmp40,413,421,413
94,imaginary,block_94_imag,422,423,
95,function,getETH,424,426,
96,function,bug_tmstmp33,427,429,427
97,imaginary,block_97_imag,430,440,439
98,function,transfer,441,443,
99,imaginary,block_99_imag,444,444,444
100,function,play_tmstmp27,445,448,
101,imaginary,block_101_imag,449,449,
102,function,transfer,450,452,
103,imaginary,block_103_imag,453,453,453
104,function,play_tmstmp31,454,457,
105,imaginary,block_105_imag,458,461,
106,function,transferAnyERC20Token,462,464,
107,function,bug_tmstmp13,465,467,465
108,imaginary,block_108_imag,468,468,
