block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,8,
2,function,bug_tmstmp21,9,11,9
3,imaginary,block_3_imag,12,17,17
4,function,play_tmstmp3,18,21,
5,imaginary,block_5_imag,22,27,
6,function,transferOwnership,28,30,
7,function,bug_tmstmp9,31,33,31
8,imaginary,block_8_imag,34,38,38
9,function,play_tmstmp27,39,42,
10,imaginary,block_10_imag,43,44,44
11,function,play_tmstmp31,45,48,
12,imaginary,block_12_imag,49,50,
13,function,receiveApproval,51,55,
14,function,bug_tmstmp25,56,58,56
15,imaginary,block_15_imag,59,59,
16,function,function_at_60,60,62,
17,imaginary,block_17_imag,63,63,63
18,function,play_tmstmp19,64,67,
19,imaginary,block_19_imag,68,73,73
20,function,play_tmstmp26,74,76,
21,imaginary,block_21_imag,77,77,
22,function,bug_tmstmp20,78,86,78
23,imaginary,block_23_imag,87,87,
24,function,bug_tmstmp32,88,96,88
25,imaginary,block_25_imag,97,98,98
26,function,play_tmstmp38,99,101,
27,imaginary,block_27_imag,102,102,
28,function,bug_tmstmp4,103,111,103
29,imaginary,block_29_imag,112,113,113
30,function,play_tmstmp7,114,117,
31,imaginary,block_31_imag,118,119,119
32,function,play_tmstmp23,120,123,
33,imaginary,block_33_imag,124,134,
34,function,mul,135,147,
35,imaginary,block_35_imag,148,151,
36,function,div,152,159,
37,imaginary,block_37_imag,160,163,
38,function,sub,164,169,
39,imaginary,block_39_imag,170,173,
40,function,add,174,179,
41,imaginary,block_41_imag,180,184,
42,function,mod,185,188,
43,imaginary,block_43_imag,189,198,198
44,function,play_tmstmp10,199,201,
45,imaginary,block_45_imag,202,203,203
46,function,play_tmstmp22,204,206,
47,imaginary,block_47_imag,207,207,
48,function,bug_tmstmp12,208,216,208
49,imaginary,block_49_imag,217,218,218
50,function,play_tmstmp11,219,222,
51,imaginary,block_51_imag,223,223,
52,function,bug_tmstmp1,224,226,224
53,imaginary,block_53_imag,227,228,228
54,function,play_tmstmp2,229,231,
55,imaginary,block_55_imag,232,232,
56,function,bug_tmstmp17,233,235,233
57,imaginary,block_57_imag,236,237,
58,function,bug_tmstmp37,238,240,238
59,imaginary,block_59_imag,241,242,
60,function,bug_tmstmp13,243,245,243
61,imaginary,block_61_imag,246,282,"247,249,251,253,255"
62,function,modifier,283,287,
63,imaginary,block_63_imag,288,297,297
64,function,play_tmstmp14,298,300,
65,imaginary,block_65_imag,301,310,
66,function,init,311,316,
67,imaginary,block_67_imag,317,317,317
68,function,play_tmstmp30,318,320,
69,imaginary,block_69_imag,321,333,
70,function,changeVotingRules,334,345,
71,function,bug_tmstmp8,346,354,346
72,imaginary,block_72_imag,355,366,
73,function,newProposal,367,391,
74,imaginary,block_74_imag,392,392,392
75,function,play_tmstmp39,393,396,
76,imaginary,block_76_imag,397,406,
77,function,checkProposalCode,407,418,
78,function,bug_tmstmp36,419,427,419
79,imaginary,block_79_imag,428,437,
80,function,sign,438,453,
81,imaginary,block_81_imag,454,454,454
82,function,play_tmstmp35,455,458,
83,imaginary,block_83_imag,459,468,
84,function,vote,469,485,
85,function,bug_tmstmp40,486,494,486
86,imaginary,block_86_imag,495,503,
87,function,executeProposal,504,548,
88,function,bug_tmstmp33,549,551,549
89,imaginary,block_89_imag,552,552,
