block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,22,22
2,function,play_tmstmp39,23,26,
3,imaginary,block_3_imag,27,32,
4,function,bug_tmstmp36,33,41,33
5,imaginary,block_5_imag,42,49,49
6,function,play_tmstmp35,50,53,
7,imaginary,block_7_imag,54,59,
8,function,bug_tmstmp40,60,68,60
9,imaginary,block_9_imag,69,73,
10,function,bug_tmstmp33,74,76,74
11,imaginary,block_11_imag,77,87,"79,81,87"
12,function,play_tmstmp7,88,91,
13,imaginary,block_13_imag,92,93,93
14,function,play_tmstmp23,94,97,
15,imaginary,block_15_imag,98,105,105
16,function,play_tmstmp14,106,108,
17,imaginary,block_17_imag,109,110,110
18,function,play_tmstmp30,111,113,
19,imaginary,block_19_imag,114,114,
20,function,bug_tmstmp8,115,123,115
21,imaginary,block_21_imag,124,133,133
22,function,play_tmstmp27,134,137,
23,imaginary,block_23_imag,138,138,
24,function,transfer,139,145,
25,imaginary,block_25_imag,146,146,146
26,function,play_tmstmp31,147,150,
27,imaginary,block_27_imag,151,151,
28,function,transferFrom,152,162,
29,function,bug_tmstmp13,163,165,163
30,imaginary,block_30_imag,166,166,
31,function,balanceOf,167,169,
32,imaginary,block_32_imag,170,171,170
33,function,approve,172,176,
34,imaginary,block_34_imag,177,178,177
35,function,allowance,179,181,
36,imaginary,block_36_imag,182,183,182
