block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,31,
2,function,bug_tmstmp1,32,34,32
3,imaginary,block_3_imag,35,43,"37,43"
4,function,play_tmstmp19,44,47,
5,imaginary,block_5_imag,48,53,
6,function,changeOwner,54,57,
7,imaginary,block_7_imag,58,58,58
8,function,play_tmstmp26,59,61,
9,imaginary,block_9_imag,62,71,71
10,function,play_tmstmp2,72,74,
11,imaginary,block_11_imag,75,84,77
12,function,setIsActive,85,89,
13,function,bug_tmstmp20,90,98,90
14,imaginary,block_14_imag,99,130,
15,function,bug_tmstmp32,131,139,131
16,imaginary,block_16_imag,140,149,149
17,function,play_tmstmp38,150,152,
18,imaginary,block_18_imag,153,175,
19,function,bug_tmstmp17,176,178,176
20,imaginary,block_20_imag,179,179,
21,function,bug_tmstmp37,180,182,180
22,imaginary,block_22_imag,183,184,184
23,function,play_tmstmp3,185,188,
24,imaginary,block_24_imag,189,189,
25,function,bug_tmstmp9,190,192,190
26,imaginary,block_26_imag,193,223,"200,202,204"
27,function,bug_tmstmp4,224,232,224
28,imaginary,block_28_imag,233,235,235
29,function,play_tmstmp7,236,239,
30,imaginary,block_30_imag,240,243,243
31,function,play_tmstmp23,244,247,
32,imaginary,block_32_imag,248,248,
33,function,withdrawAllFunds,249,251,
34,imaginary,block_34_imag,252,252,252
35,function,play_tmstmp14,253,255,
36,imaginary,block_36_imag,256,256,
37,function,setLimits,257,264,
38,imaginary,block_38_imag,265,265,265
39,function,play_tmstmp30,266,268,
40,imaginary,block_40_imag,269,269,
41,function,setSwapsContract,270,276,
42,function,bug_tmstmp8,277,285,277
43,imaginary,block_43_imag,286,289,
44,function,releaseSwap,290,303,
45,imaginary,block_45_imag,304,304,304
46,function,play_tmstmp39,305,308,
47,imaginary,block_47_imag,309,309,
48,function,returnSwap,310,323,
49,function,bug_tmstmp36,324,332,324
50,imaginary,block_50_imag,333,337,
51,function,function_at_338,338,340,
52,imaginary,block_52_imag,341,341,341
53,function,play_tmstmp35,342,345,
54,imaginary,block_54_imag,346,380,
55,function,bug_tmstmp25,381,383,381
56,imaginary,block_56_imag,384,396,
57,function,bug_tmstmp40,397,405,397
58,imaginary,block_58_imag,406,406,
59,function,availableFunds,407,409,
60,function,bug_tmstmp33,410,412,410
61,imaginary,block_61_imag,413,413,
62,function,withdrawFunds,414,420,
63,imaginary,block_63_imag,421,421,421
64,function,play_tmstmp27,422,425,
65,imaginary,block_65_imag,426,426,
66,function,sendFundsToSwap,427,432,
67,imaginary,block_67_imag,433,433,433
68,function,play_tmstmp31,434,437,
69,imaginary,block_69_imag,438,439,
70,function,is,440,447,
71,function,bug_tmstmp13,448,450,448
72,imaginary,block_72_imag,451,452,
