block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,17,17
2,function,play_tmstmp30,18,20,
3,imaginary,block_3_imag,21,24,
4,function,bug_tmstmp8,25,33,25
5,imaginary,block_5_imag,34,35,35
6,function,play_tmstmp39,36,39,
7,imaginary,block_7_imag,40,66,
8,function,add,67,72,
9,imaginary,block_9_imag,73,82,
10,function,sub,83,88,
11,imaginary,block_11_imag,89,98,
12,function,mul,99,111,
13,imaginary,block_13_imag,112,116,
14,function,uses,117,131,
15,imaginary,block_15_imag,132,136,
16,function,uses,137,147,
17,imaginary,block_17_imag,148,160,
18,function,bug_tmstmp32,161,169,161
19,imaginary,block_19_imag,170,174,174
20,function,play_tmstmp38,175,177,
21,imaginary,block_21_imag,178,181,
22,function,bug_tmstmp4,182,190,182
23,imaginary,block_23_imag,191,195,195
24,function,play_tmstmp7,196,199,
25,imaginary,block_25_imag,200,204,204
26,function,play_tmstmp23,205,208,
27,imaginary,block_27_imag,209,213,213
28,function,play_tmstmp14,214,216,
29,imaginary,block_29_imag,217,299,"268,270,272,283,291"
30,function,bug_tmstmp36,300,308,300
31,imaginary,block_31_imag,309,313,
32,function,buyRaffle,314,339,
33,imaginary,block_33_imag,340,340,340
34,function,play_tmstmp35,341,344,
35,imaginary,block_35_imag,345,347,
36,function,addListing,348,359,
37,function,bug_tmstmp40,360,368,360
38,imaginary,block_38_imag,369,371,
39,function,cancelListing,372,378,
40,function,bug_tmstmp33,379,381,379
41,imaginary,block_41_imag,382,384,
42,function,setPaused,385,387,
43,imaginary,block_43_imag,388,388,388
44,function,play_tmstmp27,389,392,
45,imaginary,block_45_imag,393,395,
46,function,withdrawFunds,396,398,
47,imaginary,block_47_imag,399,399,399
48,function,play_tmstmp31,400,403,
49,imaginary,block_49_imag,404,407,
50,function,kill,408,410,
51,function,bug_tmstmp13,411,413,411
52,imaginary,block_52_imag,414,414,
