block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,12,
2,function,bug_tmstmp25,13,15,13
3,imaginary,block_3_imag,16,17,17
4,function,play_tmstmp19,18,21,
5,imaginary,block_5_imag,22,23,23
6,function,play_tmstmp26,24,26,
7,imaginary,block_7_imag,27,29,
8,function,bug_tmstmp20,30,38,30
9,imaginary,block_9_imag,39,39,
10,function,bug_tmstmp32,40,48,40
11,imaginary,block_11_imag,49,50,50
12,function,play_tmstmp38,51,53,
13,imaginary,block_13_imag,54,59,
14,function,bug_tmstmp24,60,68,60
15,imaginary,block_15_imag,69,69,
16,function,bug_tmstmp5,70,72,70
17,imaginary,block_17_imag,73,74,74
18,function,play_tmstmp15,75,78,
19,imaginary,block_19_imag,79,80,
20,function,bug_tmstmp28,81,89,81
21,imaginary,block_21_imag,90,91,91
22,function,play_tmstmp34,92,94,
23,imaginary,block_23_imag,95,96,
24,function,bug_tmstmp21,97,99,97
25,imaginary,block_25_imag,100,102,102
26,function,play_tmstmp10,103,105,
27,imaginary,block_27_imag,106,119,
28,function,bug_tmstmp4,120,128,120
29,imaginary,block_29_imag,129,130,
30,function,allowance,131,133,
31,imaginary,block_31_imag,134,134,134
32,function,play_tmstmp7,135,138,
33,imaginary,block_33_imag,139,141,
34,function,approve,142,149,
35,imaginary,block_35_imag,150,150,150
36,function,play_tmstmp23,151,154,
37,imaginary,block_37_imag,155,155,
38,function,function,156,168,
39,imaginary,block_39_imag,169,169,169
40,function,play_tmstmp14,170,172,
41,imaginary,block_41_imag,173,173,
42,function,totalSupply,174,176,
43,imaginary,block_43_imag,177,177,177
44,function,play_tmstmp30,178,180,
45,imaginary,block_45_imag,181,181,
46,function,balanceOf,182,184,
47,function,bug_tmstmp8,185,193,185
48,imaginary,block_48_imag,194,195,
49,function,transfer,196,203,
50,imaginary,block_50_imag,204,204,204
51,function,play_tmstmp39,205,208,
52,imaginary,block_52_imag,209,213,213
53,function,play_tmstmp22,214,216,
54,imaginary,block_54_imag,217,219,
55,function,bug_tmstmp12,220,230,222
56,imaginary,block_56_imag,231,234,234
57,function,play_tmstmp11,235,238,
58,imaginary,block_58_imag,239,241,
59,function,bug_tmstmp1,242,244,242
60,imaginary,block_60_imag,245,247,247
61,function,play_tmstmp2,248,250,
62,imaginary,block_62_imag,251,252,
63,function,bug_tmstmp17,253,255,253
64,imaginary,block_64_imag,256,259,
65,function,bug_tmstmp37,260,262,260
66,imaginary,block_66_imag,263,264,264
67,function,play_tmstmp3,265,268,
68,imaginary,block_68_imag,269,271,
69,function,bug_tmstmp9,272,274,272
70,imaginary,block_70_imag,275,293,"282,284"
71,function,bug_tmstmp36,294,302,294
72,imaginary,block_72_imag,303,304,
73,function,halt,305,307,
74,imaginary,block_74_imag,308,308,308
75,function,play_tmstmp35,309,312,
76,imaginary,block_76_imag,313,314,
77,function,unhalt,315,317,
78,function,bug_tmstmp40,318,326,318
79,imaginary,block_79_imag,327,330,
80,function,changeDepositAddress,331,333,
81,function,bug_tmstmp33,334,336,334
82,imaginary,block_82_imag,337,339,
83,function,getCurrentState,340,350,
84,imaginary,block_84_imag,351,351,351
85,function,play_tmstmp27,352,355,
86,imaginary,block_86_imag,356,357,
87,function,invest,358,384,
88,imaginary,block_88_imag,385,385,385
89,function,play_tmstmp31,386,389,
90,imaginary,block_90_imag,390,390,
91,function,must,391,394,
92,function,bug_tmstmp13,395,397,395
93,imaginary,block_93_imag,398,400,
94,function,burn,401,406,
95,imaginary,block_95_imag,407,409,407
96,function,transfer,410,413,
97,imaginary,block_97_imag,414,415,414
98,function,transferFrom,416,419,
99,imaginary,block_99_imag,420,422,420
