block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,15,
2,function,mul,16,23,
3,imaginary,block_3_imag,24,27,
4,function,div,28,33,
5,imaginary,block_5_imag,34,37,
6,function,sub,38,41,
7,imaginary,block_7_imag,42,45,
8,function,add,46,50,
9,imaginary,block_9_imag,51,54,
10,function,bug_tmstmp9,55,57,55
11,imaginary,block_11_imag,58,63,63
12,function,play_tmstmp7,64,67,
13,imaginary,block_13_imag,68,79,73
14,function,bug_tmstmp25,80,82,80
15,imaginary,block_15_imag,83,84,84
16,function,play_tmstmp19,85,88,
17,imaginary,block_17_imag,89,90,90
18,function,play_tmstmp26,91,93,
19,imaginary,block_19_imag,94,95,
20,function,bug_tmstmp20,96,104,96
21,imaginary,block_21_imag,105,105,
22,function,bug_tmstmp32,106,114,106
23,imaginary,block_23_imag,115,118,118
24,function,play_tmstmp38,119,121,
25,imaginary,block_25_imag,122,122,
26,function,bug_tmstmp4,123,131,123
27,imaginary,block_27_imag,132,155,"135,139,143,153"
28,function,function_at_156,156,177,
29,imaginary,block_29_imag,178,178,178
30,function,play_tmstmp23,179,182,
31,imaginary,block_31_imag,183,186,
32,function,totalSupply,187,189,
33,imaginary,block_33_imag,190,190,190
34,function,play_tmstmp14,191,193,
35,imaginary,block_35_imag,194,199,
36,function,balanceOf,200,202,
37,imaginary,block_37_imag,203,203,203
38,function,play_tmstmp30,204,206,
39,imaginary,block_39_imag,207,213,
40,function,allowance,214,216,
41,function,bug_tmstmp8,217,225,217
42,imaginary,block_42_imag,226,231,
43,function,transfer,232,235,
44,imaginary,block_44_imag,236,236,236
45,function,play_tmstmp39,237,240,
46,imaginary,block_46_imag,241,250,
47,function,approve,251,254,
48,function,bug_tmstmp36,255,263,255
49,imaginary,block_49_imag,264,266,
50,function,emits,267,277,
51,imaginary,block_51_imag,278,278,278
52,function,play_tmstmp35,279,282,
53,imaginary,block_53_imag,283,289,
54,function,_transfer,290,296,
55,function,bug_tmstmp40,297,305,297
56,imaginary,block_56_imag,306,312,
57,function,_approve,313,319,
58,function,bug_tmstmp33,320,322,320
59,imaginary,block_59_imag,323,329,
60,function,mint,330,338,
61,imaginary,block_61_imag,339,339,339
62,function,play_tmstmp27,340,343,
63,imaginary,block_63_imag,344,349,
64,function,transferBatch,350,357,
65,imaginary,block_65_imag,358,358,358
66,function,play_tmstmp31,359,362,
67,imaginary,block_67_imag,363,371,
68,function,bug_tmstmp13,372,374,372
69,imaginary,block_69_imag,375,375,
