block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,8,
2,function,mul,9,16,
3,function,div,17,21,
4,function,sub,22,26,
5,function,add,27,31,
6,function,mod,32,35,
7,function,max256,36,38,
8,function,min256,39,41,
9,imaginary,block_9_imag,42,48,
10,function,bug_tmstmp1,49,51,49
11,imaginary,block_11_imag,52,57,57
12,function,play_tmstmp7,58,61,
13,imaginary,block_13_imag,62,68,67
14,function,transferOwnership,69,71,
15,imaginary,block_15_imag,72,72,72
16,function,play_tmstmp23,73,76,
17,imaginary,block_17_imag,77,86,86
18,function,play_tmstmp2,87,89,
19,imaginary,block_19_imag,90,90,
20,function,bug_tmstmp17,91,93,91
21,imaginary,block_21_imag,94,94,
22,function,bug_tmstmp37,95,97,95
23,imaginary,block_23_imag,98,99,99
24,function,play_tmstmp3,100,103,
25,imaginary,block_25_imag,104,105,
26,function,bug_tmstmp9,106,108,106
27,imaginary,block_27_imag,109,109,
28,function,bug_tmstmp25,110,112,110
29,imaginary,block_29_imag,113,130,"115,118,121,130"
30,function,play_tmstmp14,131,133,
31,imaginary,block_31_imag,134,134,
32,function,_transfer,135,140,
33,imaginary,block_33_imag,141,141,141
34,function,play_tmstmp30,142,144,
35,imaginary,block_35_imag,145,145,
36,function,transfer,146,149,
37,function,bug_tmstmp8,150,158,150
38,imaginary,block_38_imag,159,160,
39,function,transferFrom,161,165,
40,imaginary,block_40_imag,166,166,166
41,function,play_tmstmp39,167,170,
42,imaginary,block_42_imag,171,172,
43,function,approve,173,177,
44,function,bug_tmstmp36,178,186,178
45,imaginary,block_45_imag,187,188,
46,function,approveAndCall,189,195,
47,imaginary,block_47_imag,196,196,196
48,function,play_tmstmp35,197,200,
49,imaginary,block_49_imag,201,210,
50,function,play_tmstmp19,211,214,211
51,imaginary,block_51_imag,215,216,
52,function,play_tmstmp26,217,219,217
53,imaginary,block_53_imag,220,221,
54,function,bug_tmstmp20,222,230,222
55,imaginary,block_55_imag,231,232,
56,function,bug_tmstmp32,233,241,233
57,imaginary,block_57_imag,242,243,243
58,function,play_tmstmp38,244,246,
59,imaginary,block_59_imag,247,255,
60,function,bug_tmstmp4,256,264,256
61,imaginary,block_61_imag,265,284,
62,function,bug_tmstmp40,285,293,285
63,imaginary,block_63_imag,294,294,
64,function,_transfer,295,301,
65,function,bug_tmstmp33,302,304,302
66,imaginary,block_66_imag,305,305,
67,function,checkFrozenWallet,306,314,
68,imaginary,block_68_imag,315,315,315
69,function,play_tmstmp27,316,319,
70,imaginary,block_70_imag,320,321,
71,function,burn,322,327,
72,imaginary,block_72_imag,328,328,328
73,function,play_tmstmp31,329,332,
74,imaginary,block_74_imag,333,333,
75,function,burnFrom,334,340,
76,function,bug_tmstmp13,341,343,341
77,imaginary,block_77_imag,344,344,
78,function,freezeToken,345,347,
79,imaginary,block_79_imag,348,349,348
