block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,14,10
2,function,_setMetadata,15,17,
3,function,bug_tmstmp9,18,20,18
4,imaginary,block_4_imag,21,27,27
5,function,play_tmstmp2,28,30,
6,imaginary,block_6_imag,31,31,
7,function,bug_tmstmp17,32,34,32
8,imaginary,block_8_imag,35,41,37
9,function,_setOperator,42,46,
10,function,bug_tmstmp25,47,49,47
11,imaginary,block_11_imag,50,50,
12,function,_transferOperator,51,55,
13,imaginary,block_13_imag,56,56,56
14,function,play_tmstmp19,57,60,
15,imaginary,block_15_imag,61,61,
16,function,_renounceOperator,62,67,
17,imaginary,block_17_imag,68,68,68
18,function,play_tmstmp26,69,71,
19,imaginary,block_19_imag,72,72,
20,function,_activateOperator,73,77,
21,function,bug_tmstmp20,78,86,78
22,imaginary,block_22_imag,87,87,
23,function,_deactivateOperator,88,92,
24,function,bug_tmstmp32,93,101,93
25,imaginary,block_25_imag,102,104,
26,function,getOperator,105,107,
27,imaginary,block_27_imag,108,108,108
28,function,play_tmstmp38,109,111,
29,imaginary,block_29_imag,112,112,
30,function,isOperator,113,115,
31,function,bug_tmstmp4,116,124,116
32,imaginary,block_32_imag,125,125,
33,function,hasActiveOperator,126,128,
34,imaginary,block_34_imag,129,129,129
35,function,play_tmstmp7,130,133,
36,imaginary,block_36_imag,134,134,
37,function,isActiveOperator,135,137,
38,imaginary,block_38_imag,138,138,138
39,function,play_tmstmp23,139,142,
40,imaginary,block_40_imag,143,166,
41,function,_combineMultiHash,167,179,
42,imaginary,block_42_imag,180,180,180
43,function,play_tmstmp14,181,183,
44,imaginary,block_44_imag,184,189,
45,function,_splitMultiHash,190,206,
46,imaginary,block_46_imag,207,207,207
47,function,play_tmstmp30,208,210,
48,imaginary,block_48_imag,211,245,
49,function,bug_tmstmp37,246,248,246
50,imaginary,block_50_imag,249,255,251
51,function,_setProofHash,256,259,
52,function,bug_tmstmp8,260,268,260
53,imaginary,block_53_imag,269,271,
54,function,getProofHash,272,274,
55,imaginary,block_55_imag,275,275,275
56,function,play_tmstmp39,276,279,
57,imaginary,block_57_imag,280,287,287
58,function,play_tmstmp3,288,291,
59,imaginary,block_59_imag,292,309,306
60,function,getCreator,310,313,
61,function,bug_tmstmp36,314,322,314
62,imaginary,block_62_imag,323,323,
63,function,isCreator,324,326,
64,imaginary,block_64_imag,327,327,327
65,function,play_tmstmp35,328,331,
66,imaginary,block_66_imag,332,332,
67,function,getFactory,333,335,
68,function,bug_tmstmp40,336,344,336
69,imaginary,block_69_imag,345,357,355
70,function,initialize,358,382,
71,function,bug_tmstmp33,383,385,383
72,imaginary,block_72_imag,386,388,
73,function,setMetadata,389,395,
74,imaginary,block_74_imag,396,396,396
75,function,play_tmstmp27,397,400,
76,imaginary,block_76_imag,401,401,
77,function,transferOperator,402,408,
78,imaginary,block_78_imag,409,409,409
79,function,play_tmstmp31,410,413,
80,imaginary,block_80_imag,414,414,
81,function,renounceOperator,415,421,
82,function,bug_tmstmp13,422,424,422
83,imaginary,block_83_imag,425,426,
