block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,46,
2,function,add,47,52,
3,imaginary,block_3_imag,53,62,
4,function,sub,63,68,
5,imaginary,block_5_imag,69,78,
6,function,mul,79,91,
7,imaginary,block_7_imag,92,96,
8,function,uses,97,111,
9,imaginary,block_9_imag,112,116,
10,function,uses,117,127,
11,imaginary,block_11_imag,128,136,136
12,function,play_tmstmp22,137,139,
13,imaginary,block_13_imag,140,140,
14,function,bug_tmstmp12,141,149,141
15,imaginary,block_15_imag,150,153,153
16,function,play_tmstmp31,154,157,
17,imaginary,block_17_imag,158,162,
18,function,bug_tmstmp9,163,165,163
19,imaginary,block_19_imag,166,172,
20,function,onlyOwnerTransferOwnership,173,175,
21,function,bug_tmstmp25,176,178,176
22,imaginary,block_22_imag,179,180,
23,function,acceptOwnership,181,186,
24,imaginary,block_24_imag,187,187,187
25,function,play_tmstmp19,188,191,
26,imaginary,block_26_imag,192,205,205
27,function,play_tmstmp11,206,209,
28,imaginary,block_28_imag,210,210,
29,function,bug_tmstmp1,211,213,211
30,imaginary,block_30_imag,214,215,215
31,function,play_tmstmp2,216,218,
32,imaginary,block_32_imag,219,220,
33,function,bug_tmstmp17,221,223,221
34,imaginary,block_34_imag,224,224,
35,function,bug_tmstmp37,225,227,225
36,imaginary,block_36_imag,228,229,229
37,function,play_tmstmp3,230,233,
38,imaginary,block_38_imag,234,235,
39,function,bug_tmstmp13,236,238,236
40,imaginary,block_40_imag,239,256,"240,242,244,246,248,256"
41,function,play_tmstmp26,257,259,
42,imaginary,block_42_imag,260,260,
43,function,changeSafeguardStatus,261,271,
44,function,bug_tmstmp20,272,280,272
45,imaginary,block_45_imag,281,282,
46,function,calculatePercentage,283,289,
47,function,bug_tmstmp32,290,298,290
48,imaginary,block_48_imag,299,303,
49,function,function_at_304,304,304,
50,imaginary,block_50_imag,305,306,
51,function,changeFeeAccount,307,309,
52,imaginary,block_52_imag,310,310,310
53,function,play_tmstmp38,311,313,
54,imaginary,block_54_imag,314,314,
55,function,changetradingFee,315,318,
56,function,bug_tmstmp4,319,327,319
57,imaginary,block_57_imag,328,328,
58,function,availableTradingFeeOwner,329,332,
59,imaginary,block_59_imag,333,333,333
60,function,play_tmstmp7,334,337,
61,imaginary,block_61_imag,338,338,
62,function,withdrawTradingFeeOwner,339,349,
63,imaginary,block_63_imag,350,350,350
64,function,play_tmstmp23,351,354,
65,imaginary,block_65_imag,355,355,
66,function,deposit,356,359,
67,imaginary,block_67_imag,360,360,360
68,function,play_tmstmp14,361,363,
69,imaginary,block_69_imag,364,364,
70,function,withdraw,365,371,
71,imaginary,block_71_imag,372,372,372
72,function,play_tmstmp30,373,375,
73,imaginary,block_73_imag,376,376,
74,function,depositToken,377,383,
75,function,bug_tmstmp8,384,392,384
76,imaginary,block_76_imag,393,393,
77,function,withdrawToken,394,401,
78,imaginary,block_78_imag,402,402,402
79,function,play_tmstmp39,403,406,
80,imaginary,block_80_imag,407,407,
81,function,balanceOf,408,410,
82,function,bug_tmstmp36,411,419,411
83,imaginary,block_83_imag,420,420,
84,function,order,421,425,
85,imaginary,block_85_imag,426,426,426
86,function,play_tmstmp35,427,430,
87,imaginary,block_87_imag,431,431,
88,function,trade,432,444,
89,imaginary,block_89_imag,445,445,
90,function,tradeBalances,446,455,
91,function,bug_tmstmp40,456,464,456
92,imaginary,block_92_imag,465,465,
93,function,testTrade,466,473,
94,function,bug_tmstmp33,474,476,474
95,imaginary,block_95_imag,477,477,
96,function,availableVolume,478,490,
97,imaginary,block_97_imag,491,491,
98,function,amountFilled,492,495,
99,imaginary,block_99_imag,496,496,496
100,function,play_tmstmp27,497,500,
101,imaginary,block_101_imag,501,501,
102,function,cancelOrder,502,508,
103,imaginary,block_103_imag,509,509,
