block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,15,"8,10,12,15"
2,function,play_tmstmp38,16,18,
3,imaginary,block_3_imag,19,19,
4,function,bug_tmstmp4,20,28,20
5,imaginary,block_5_imag,29,30,30
6,function,play_tmstmp7,31,34,
7,imaginary,block_7_imag,35,36,36
8,function,play_tmstmp23,37,40,
9,imaginary,block_9_imag,41,42,42
10,function,play_tmstmp14,43,45,
11,imaginary,block_11_imag,46,47,47
12,function,play_tmstmp30,48,50,
13,imaginary,block_13_imag,51,51,
14,function,bug_tmstmp8,52,60,52
15,imaginary,block_15_imag,61,64,64
16,function,play_tmstmp39,65,68,
17,imaginary,block_17_imag,69,90,
18,function,bug_tmstmp36,91,99,91
19,imaginary,block_19_imag,100,101,
20,function,transfer,102,120,
21,imaginary,block_21_imag,121,121,121
22,function,play_tmstmp35,122,125,
23,imaginary,block_23_imag,126,127,
24,function,transferFrom,128,149,
25,function,bug_tmstmp40,150,158,150
26,imaginary,block_26_imag,159,159,
27,function,approve,160,166,
28,function,bug_tmstmp33,167,169,167
29,imaginary,block_29_imag,170,170,
30,function,allowance,171,176,
31,imaginary,block_31_imag,177,177,177
32,function,play_tmstmp27,178,181,
33,imaginary,block_33_imag,182,184,
34,function,changeOwner,185,191,
35,imaginary,block_35_imag,192,192,192
36,function,play_tmstmp31,193,196,
37,imaginary,block_37_imag,197,198,
38,function,setPauseStatus,199,202,
39,function,bug_tmstmp13,203,205,203
40,imaginary,block_40_imag,206,207,
41,function,changeContractName,208,212,
42,imaginary,block_42_imag,213,215,213
43,function,function_at_216,216,218,
44,imaginary,block_44_imag,219,220,219
