block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,7,
2,function,bug_tmstmp9,8,10,8
3,imaginary,block_3_imag,11,11,
4,function,bug_tmstmp25,12,14,12
5,imaginary,block_5_imag,15,23,"17,23"
6,function,play_tmstmp23,24,27,
7,imaginary,block_7_imag,28,34,33
8,function,transferOwnership,35,37,
9,imaginary,block_9_imag,38,38,38
10,function,play_tmstmp14,39,41,
11,imaginary,block_11_imag,42,44,
12,function,mul,45,52,
13,imaginary,block_13_imag,53,53,
14,function,div,54,57,
15,imaginary,block_15_imag,58,58,
16,function,sub,59,62,
17,imaginary,block_17_imag,63,63,
18,function,add,64,68,
19,imaginary,block_19_imag,69,69,
20,function,ceil,70,74,
21,imaginary,block_21_imag,75,79,79
22,function,play_tmstmp30,80,82,
23,imaginary,block_23_imag,83,83,
24,function,bug_tmstmp8,84,92,84
25,imaginary,block_25_imag,93,94,94
26,function,play_tmstmp39,95,98,
27,imaginary,block_27_imag,99,102,102
28,function,play_tmstmp19,103,106,
29,imaginary,block_29_imag,107,108,108
30,function,play_tmstmp26,109,111,
31,imaginary,block_31_imag,112,112,
32,function,bug_tmstmp20,113,121,113
33,imaginary,block_33_imag,122,122,
34,function,bug_tmstmp32,123,131,123
35,imaginary,block_35_imag,132,134,134
36,function,play_tmstmp38,135,137,
37,imaginary,block_37_imag,138,138,
38,function,bug_tmstmp4,139,147,139
39,imaginary,block_39_imag,148,159,"149,151,159"
40,function,play_tmstmp7,160,163,
41,imaginary,block_41_imag,164,171,
42,function,bug_tmstmp36,172,180,172
43,imaginary,block_43_imag,181,181,
44,function,startStaking,182,189,
45,imaginary,block_45_imag,190,190,190
46,function,play_tmstmp35,191,194,
47,imaginary,block_47_imag,195,195,
48,function,redeem,196,205,
49,function,bug_tmstmp40,206,214,206
50,imaginary,block_50_imag,215,215,
51,function,changeStakeTokens,216,218,
52,function,bug_tmstmp33,219,221,219
53,imaginary,block_53_imag,222,222,
54,function,changeStakeTime,223,225,
55,imaginary,block_55_imag,226,226,226
56,function,play_tmstmp27,227,230,
57,imaginary,block_57_imag,231,231,
58,function,changeStakingPercentage,232,235,
59,imaginary,block_59_imag,236,236,236
60,function,play_tmstmp31,237,240,
61,imaginary,block_61_imag,241,241,
62,function,lockWithdrawals,242,244,
63,function,bug_tmstmp13,245,247,245
64,imaginary,block_64_imag,248,248,
65,function,findOnePercent,249,253,
66,imaginary,block_66_imag,254,255,254
