block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,42,
2,function,mul,43,55,
3,imaginary,block_3_imag,56,59,
4,function,div,60,67,
5,imaginary,block_5_imag,68,71,
6,function,sub,72,77,
7,imaginary,block_7_imag,78,81,
8,function,add,82,87,
9,imaginary,block_9_imag,88,92,
10,function,mod,93,96,
11,imaginary,block_11_imag,97,119,
12,function,bug_tmstmp9,120,122,120
13,imaginary,block_13_imag,123,124,
14,function,bug_tmstmp25,125,127,125
15,imaginary,block_15_imag,128,130,130
16,function,play_tmstmp19,131,134,
17,imaginary,block_17_imag,135,139,
18,function,totalSupply,140,142,
19,imaginary,block_19_imag,143,143,143
20,function,play_tmstmp38,144,146,
21,imaginary,block_21_imag,147,152,
22,function,balanceOf,153,155,
23,function,bug_tmstmp4,156,164,156
24,imaginary,block_24_imag,165,171,
25,function,allowance,172,174,
26,imaginary,block_26_imag,175,175,175
27,function,play_tmstmp7,176,179,
28,imaginary,block_28_imag,180,185,
29,function,transfer,186,189,
30,imaginary,block_30_imag,190,190,190
31,function,play_tmstmp23,191,194,
32,imaginary,block_32_imag,195,204,
33,function,approve,205,208,
34,imaginary,block_34_imag,209,209,209
35,function,play_tmstmp14,210,212,
36,imaginary,block_36_imag,213,215,
37,function,emits,216,226,
38,imaginary,block_38_imag,227,227,227
39,function,play_tmstmp30,228,230,
40,imaginary,block_40_imag,231,234,
41,function,to,235,245,
42,function,bug_tmstmp8,246,254,246
43,imaginary,block_43_imag,255,258,
44,function,to,259,269,
45,imaginary,block_45_imag,270,270,270
46,function,play_tmstmp39,271,274,
47,imaginary,block_47_imag,275,281,
48,function,_transfer,282,288,
49,function,bug_tmstmp36,289,297,289
50,imaginary,block_50_imag,298,299,
51,function,that,300,312,
52,imaginary,block_52_imag,313,313,313
53,function,play_tmstmp35,314,317,
54,imaginary,block_54_imag,318,319,
55,function,that,320,331,
56,function,bug_tmstmp40,332,340,332
57,imaginary,block_57_imag,341,347,
58,function,_approve,348,354,
59,function,bug_tmstmp33,355,357,355
60,imaginary,block_60_imag,358,359,
61,function,that,360,370,
62,imaginary,block_62_imag,371,371,371
63,function,play_tmstmp27,372,375,
64,imaginary,block_64_imag,376,391,
65,function,burn,392,394,
66,imaginary,block_66_imag,395,395,395
67,function,play_tmstmp31,396,399,
68,imaginary,block_68_imag,400,405,
69,function,burnFrom,406,408,
70,function,bug_tmstmp13,409,411,409
71,imaginary,block_71_imag,412,426,426
72,function,play_tmstmp26,427,429,
73,imaginary,block_73_imag,430,430,
74,function,bug_tmstmp20,431,439,431
75,imaginary,block_75_imag,440,440,
76,function,bug_tmstmp32,441,449,441
77,imaginary,block_77_imag,450,461,457
78,function,name,462,464,
79,imaginary,block_79_imag,465,469,465
80,function,symbol,470,472,
81,imaginary,block_81_imag,473,477,473
82,function,decimals,478,480,
83,imaginary,block_83_imag,481,496,"481,495"
