block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,22,
2,function,add,23,26,
3,imaginary,block_3_imag,27,27,
4,function,sub,28,31,
5,imaginary,block_5_imag,32,32,
6,function,mul,33,36,
7,imaginary,block_7_imag,37,37,
8,function,div,38,41,
9,imaginary,block_9_imag,42,47,
10,function,limitLessThan,48,51,
11,imaginary,block_11_imag,52,62,62
12,function,play_tmstmp22,63,65,
13,imaginary,block_13_imag,66,66,
14,function,bug_tmstmp12,67,75,67
15,imaginary,block_15_imag,76,77,77
16,function,play_tmstmp11,78,81,
17,imaginary,block_17_imag,82,82,
18,function,bug_tmstmp1,83,85,83
19,imaginary,block_19_imag,86,87,87
20,function,play_tmstmp2,88,90,
21,imaginary,block_21_imag,91,91,
22,function,bug_tmstmp17,92,94,92
23,imaginary,block_23_imag,95,102,97
24,function,to,103,115,111
25,imaginary,block_25_imag,116,132,"126,132"
26,function,play_tmstmp3,133,136,
27,imaginary,block_27_imag,137,143,142
28,function,transferOwnership,144,146,
29,function,bug_tmstmp9,147,149,147
30,imaginary,block_30_imag,150,150,
31,function,acceptOwnership,151,156,
32,function,bug_tmstmp25,157,159,157
33,imaginary,block_33_imag,160,189,189
34,function,play_tmstmp18,190,192,
35,imaginary,block_35_imag,193,193,
36,function,bug_tmstmp29,194,196,194
37,imaginary,block_37_imag,197,198,198
38,function,play_tmstmp6,199,201,
39,imaginary,block_39_imag,202,202,
40,function,bug_tmstmp16,203,211,203
41,imaginary,block_41_imag,212,212,
42,function,bug_tmstmp24,213,221,213
43,imaginary,block_43_imag,222,222,
44,function,bug_tmstmp5,223,225,223
45,imaginary,block_45_imag,226,227,227
46,function,play_tmstmp15,228,231,
47,imaginary,block_47_imag,232,232,
48,function,bug_tmstmp28,233,241,233
49,imaginary,block_49_imag,242,243,243
50,function,play_tmstmp34,244,246,
51,imaginary,block_51_imag,247,247,
52,function,bug_tmstmp21,248,250,248
53,imaginary,block_53_imag,251,252,252
54,function,play_tmstmp10,253,255,
55,imaginary,block_55_imag,256,286,"258,286"
56,function,play_tmstmp19,287,290,
57,imaginary,block_57_imag,291,291,
58,function,mint,292,315,
59,imaginary,block_59_imag,316,316,316
60,function,play_tmstmp26,317,319,
61,imaginary,block_61_imag,320,321,
62,function,_startNewMiningEpoch,322,340,
63,function,bug_tmstmp20,341,349,341
64,imaginary,block_64_imag,350,352,
65,function,_reAdjustDifficulty,353,381,
66,function,bug_tmstmp32,382,390,382
67,imaginary,block_67_imag,391,392,
68,function,getChallengeNumber,393,395,
69,imaginary,block_69_imag,396,396,396
70,function,play_tmstmp38,397,399,
71,imaginary,block_71_imag,400,401,
72,function,getMiningDifficulty,402,404,
73,function,bug_tmstmp4,405,413,405
74,imaginary,block_74_imag,414,414,
75,function,getMiningTarget,415,417,
76,imaginary,block_76_imag,418,418,418
77,function,play_tmstmp7,419,422,
78,imaginary,block_78_imag,423,425,
79,function,getMiningReward,426,430,
80,imaginary,block_80_imag,431,431,431
81,function,play_tmstmp23,432,435,
82,imaginary,block_82_imag,436,437,
83,function,getMintDigest,438,441,
84,imaginary,block_84_imag,442,442,442
85,function,play_tmstmp14,443,445,
86,imaginary,block_86_imag,446,447,
87,function,checkMintSolution,448,452,
88,imaginary,block_88_imag,453,453,453
89,function,play_tmstmp30,454,456,
90,imaginary,block_90_imag,457,461,
91,function,totalSupply,462,464,
92,function,bug_tmstmp8,465,473,465
93,imaginary,block_93_imag,474,478,
94,function,balanceOf,479,481,
95,imaginary,block_95_imag,482,482,482
96,function,play_tmstmp39,483,486,
97,imaginary,block_97_imag,487,493,
98,function,transfer,494,509,
99,function,bug_tmstmp36,510,518,510
100,imaginary,block_100_imag,519,528,
101,function,approve,529,533,
102,imaginary,block_102_imag,534,534,534
103,function,play_tmstmp35,535,538,
104,imaginary,block_104_imag,539,549,
105,function,transferFrom,550,560,
106,function,bug_tmstmp40,561,569,561
107,imaginary,block_107_imag,570,575,
108,function,allowance,576,578,
109,function,bug_tmstmp33,579,581,579
110,imaginary,block_110_imag,582,584,
111,function,approveAndCall,585,594,
112,imaginary,block_112_imag,595,595,595
113,function,play_tmstmp27,596,599,
114,imaginary,block_114_imag,600,604,
115,function,function_at_605,605,607,
116,imaginary,block_116_imag,608,608,608
117,function,play_tmstmp31,609,612,
118,imaginary,block_118_imag,613,617,
119,function,transferAnyERC20Token,618,620,
120,function,bug_tmstmp13,621,623,621
121,imaginary,block_121_imag,624,625,
