block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,19,
2,function,play_tmstmp31,20,23,21
3,imaginary,block_3_imag,24,29,
4,function,to,30,47,
5,function,bug_tmstmp13,48,50,48
6,imaginary,block_6_imag,51,53,
7,function,to,54,72,
8,imaginary,block_8_imag,73,76,73
9,function,to,77,86,
10,imaginary,block_10_imag,87,89,87
11,function,to,90,97,
12,imaginary,block_12_imag,98,101,98
13,function,to,102,118,
14,imaginary,block_14_imag,119,122,119
15,function,to,123,138,
16,imaginary,block_16_imag,139,142,139
