block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,8,
2,function,add,9,13,
3,imaginary,block_3_imag,14,14,
4,function,sub,15,19,
5,imaginary,block_5_imag,20,20,
6,function,mul,21,33,
7,imaginary,block_7_imag,34,34,
8,function,div,35,42,
9,imaginary,block_9_imag,43,43,
10,function,mod,44,47,
11,imaginary,block_11_imag,48,63,63
12,function,play_tmstmp26,64,66,
13,imaginary,block_13_imag,67,67,
14,function,bug_tmstmp20,68,76,68
15,imaginary,block_15_imag,77,77,
16,function,bug_tmstmp32,78,86,78
17,imaginary,block_17_imag,87,88,88
18,function,play_tmstmp38,89,91,
19,imaginary,block_19_imag,92,92,
20,function,bug_tmstmp4,93,101,93
21,imaginary,block_21_imag,102,103,103
22,function,play_tmstmp7,104,107,
23,imaginary,block_23_imag,108,116,116
24,function,play_tmstmp23,117,120,
25,imaginary,block_25_imag,121,126,124
26,function,name,127,129,
27,imaginary,block_27_imag,130,130,130
28,function,play_tmstmp14,131,133,
29,imaginary,block_29_imag,134,134,
30,function,symbol,135,137,
31,imaginary,block_31_imag,138,138,138
32,function,play_tmstmp30,139,141,
33,function,decimals,142,144,
34,function,bug_tmstmp8,145,153,145
35,imaginary,block_35_imag,154,154,
36,function,totalSupply,155,157,
37,imaginary,block_37_imag,158,158,158
38,function,play_tmstmp39,159,162,
39,imaginary,block_39_imag,163,163,
40,function,balanceOf,164,166,
41,function,bug_tmstmp36,167,175,167
42,imaginary,block_42_imag,176,176,
43,function,transfer,177,180,
44,imaginary,block_44_imag,181,181,181
45,function,play_tmstmp35,182,185,
46,imaginary,block_46_imag,186,186,
47,function,allowance,187,189,
48,function,bug_tmstmp40,190,198,190
49,imaginary,block_49_imag,199,199,
50,function,approve,200,203,
51,function,bug_tmstmp33,204,206,204
52,imaginary,block_52_imag,207,207,
53,function,transferFrom,208,212,
54,imaginary,block_54_imag,213,213,213
55,function,play_tmstmp27,214,217,
56,imaginary,block_56_imag,218,218,
57,function,increaseAllowance,219,222,
58,imaginary,block_58_imag,223,223,223
59,function,play_tmstmp31,224,227,
60,imaginary,block_60_imag,228,228,
61,function,decreaseAllowance,229,232,
62,function,bug_tmstmp13,233,235,233
63,imaginary,block_63_imag,236,236,
64,function,_transfer,237,244,
65,imaginary,block_65_imag,245,246,245
66,function,_approve,247,252,
67,imaginary,block_67_imag,253,253,253
68,function,function_at_254,254,256,
69,imaginary,block_69_imag,257,258,257
