block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,8,
2,function,bug_tmstmp1,9,11,9
3,imaginary,block_3_imag,12,13,13
4,function,play_tmstmp2,14,16,
5,imaginary,block_5_imag,17,17,
6,function,bug_tmstmp17,18,20,18
7,imaginary,block_7_imag,21,23,23
8,function,play_tmstmp31,24,27,
9,imaginary,block_9_imag,28,28,
10,function,bug_tmstmp13,29,31,29
11,imaginary,block_11_imag,32,45,"33,35"
12,function,bug_tmstmp9,46,48,46
13,imaginary,block_13_imag,49,49,
14,function,owner,50,53,
15,function,bug_tmstmp25,54,56,54
16,imaginary,block_16_imag,57,57,
17,function,master,58,61,
18,imaginary,block_18_imag,62,62,62
19,function,play_tmstmp19,63,66,
20,imaginary,block_20_imag,67,85,
21,function,isOwner,86,89,
22,imaginary,block_22_imag,90,90,90
23,function,play_tmstmp26,91,93,
24,imaginary,block_24_imag,94,94,
25,function,isMaster,95,98,
26,function,bug_tmstmp20,99,107,99
27,imaginary,block_27_imag,108,108,
28,function,transferOwnership,109,112,
29,function,bug_tmstmp32,113,121,113
30,imaginary,block_30_imag,122,122,
31,function,transferMasterRole,123,126,
32,imaginary,block_32_imag,127,127,127
33,function,play_tmstmp38,128,130,
34,imaginary,block_34_imag,131,131,
35,function,isStopped,132,135,
36,function,bug_tmstmp4,136,144,136
37,imaginary,block_37_imag,145,145,
38,function,stop,146,149,
39,imaginary,block_39_imag,150,150,150
40,function,play_tmstmp7,151,154,
41,imaginary,block_41_imag,155,155,
42,function,start,156,159,
43,imaginary,block_43_imag,160,160,160
44,function,play_tmstmp23,161,164,
45,imaginary,block_45_imag,165,165,
46,function,_transferOwnership,166,171,
47,imaginary,block_47_imag,172,172,172
48,function,play_tmstmp14,173,175,
49,imaginary,block_49_imag,176,176,
50,function,_transferMasterRole,177,182,
51,imaginary,block_51_imag,183,183,183
52,function,play_tmstmp30,184,186,
53,imaginary,block_53_imag,187,187,
54,function,_stop,188,192,
55,function,bug_tmstmp8,193,201,193
56,imaginary,block_56_imag,202,202,
57,function,_start,203,207,
58,imaginary,block_58_imag,208,208,208
59,function,play_tmstmp39,209,212,
60,imaginary,block_60_imag,213,216,
61,function,bug_tmstmp37,217,219,217
62,imaginary,block_62_imag,220,221,221
63,function,play_tmstmp3,222,225,
64,imaginary,block_64_imag,226,234,"228,230,232"
65,function,version,235,238,
66,function,bug_tmstmp36,239,247,239
67,imaginary,block_67_imag,248,248,
68,function,getAddress,249,252,
69,imaginary,block_69_imag,253,253,253
70,function,play_tmstmp35,254,257,
71,imaginary,block_71_imag,258,258,
72,function,setAddress,259,267,
73,function,bug_tmstmp40,268,276,268
74,imaginary,block_74_imag,277,277,
75,function,updateAccount,278,290,
76,function,bug_tmstmp33,291,293,291
77,imaginary,block_77_imag,294,294,
78,function,deleteAccount,295,303,
79,imaginary,block_79_imag,304,304,304
80,function,play_tmstmp27,305,308,
81,imaginary,block_81_imag,309,309,
