block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,128,
2,function,add,129,134,
3,imaginary,block_3_imag,135,136,
4,function,sub,137,142,
5,imaginary,block_5_imag,143,144,
6,function,mul,145,157,
7,imaginary,block_7_imag,158,159,
8,function,div,160,167,
9,imaginary,block_9_imag,168,169,
10,function,mod,170,173,
11,imaginary,block_11_imag,174,177,
12,function,isContract,178,187,
13,imaginary,block_13_imag,188,276,
14,function,name,277,279,
15,imaginary,block_15_imag,280,281,
16,function,symbol,282,284,
17,imaginary,block_17_imag,285,286,
18,function,decimals,287,289,
19,imaginary,block_19_imag,290,291,
20,function,granularity,292,294,
21,imaginary,block_21_imag,295,296,
22,function,totalSupply,297,299,
23,imaginary,block_23_imag,300,300,300
24,function,play_tmstmp18,301,303,
25,imaginary,block_25_imag,304,305,
26,function,balanceOf,306,308,
27,function,bug_tmstmp29,309,311,309
28,imaginary,block_28_imag,312,313,
29,function,send,314,316,
30,imaginary,block_30_imag,317,317,317
31,function,play_tmstmp6,318,320,
32,imaginary,block_32_imag,321,322,
33,function,transfer,323,335,
34,function,bug_tmstmp16,336,344,336
35,imaginary,block_35_imag,345,346,
36,function,burn,347,349,
37,function,bug_tmstmp24,350,358,350
38,imaginary,block_38_imag,359,360,
39,function,isOperatorFor,361,368,
40,function,bug_tmstmp5,369,371,369
41,imaginary,block_41_imag,372,373,
42,function,authorizeOperator,374,384,
43,imaginary,block_43_imag,385,385,385
44,function,play_tmstmp15,386,389,
45,imaginary,block_45_imag,390,391,
46,function,revokeOperator,392,402,
47,function,bug_tmstmp28,403,411,403
48,imaginary,block_48_imag,412,413,
49,function,defaultOperators,414,416,
50,imaginary,block_50_imag,417,417,417
51,function,play_tmstmp34,418,420,
52,imaginary,block_52_imag,421,422,
53,function,operatorSend,423,434,
54,function,bug_tmstmp21,435,437,435
55,imaginary,block_55_imag,438,439,
56,function,operatorBurn,440,443,
57,imaginary,block_57_imag,444,444,444
58,function,play_tmstmp10,445,447,
59,imaginary,block_59_imag,448,449,
60,function,allowance,450,452,
61,imaginary,block_61_imag,453,453,453
62,function,play_tmstmp22,454,456,
63,imaginary,block_63_imag,457,458,
64,function,approve,459,463,
65,function,bug_tmstmp12,464,472,464
66,imaginary,block_66_imag,473,474,
67,function,transferFrom,475,489,
68,imaginary,block_68_imag,490,490,490
69,function,play_tmstmp11,491,494,
70,imaginary,block_70_imag,495,496,
71,function,_mint,497,516,
72,function,bug_tmstmp1,517,519,517
73,imaginary,block_73_imag,520,521,
74,function,_send,522,541,
