block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,18,
2,function,mul,19,22,
3,imaginary,block_3_imag,23,26,
4,function,div,27,30,
5,imaginary,block_5_imag,31,34,
6,function,sub,35,38,
7,imaginary,block_7_imag,39,42,
8,function,add,43,46,
9,imaginary,block_9_imag,47,51,
10,function,bug_tmstmp12,52,60,52
11,imaginary,block_11_imag,61,62,62
12,function,play_tmstmp11,63,66,
13,imaginary,block_13_imag,67,67,
14,function,bug_tmstmp1,68,70,68
15,imaginary,block_15_imag,71,72,72
16,function,play_tmstmp2,73,75,
17,imaginary,block_17_imag,76,76,
18,function,bug_tmstmp17,77,79,77
19,imaginary,block_19_imag,80,80,
20,function,bug_tmstmp37,81,83,81
21,imaginary,block_21_imag,84,84,
22,function,bug_tmstmp13,85,87,85
23,imaginary,block_23_imag,88,94,89
24,function,bug_tmstmp16,95,103,95
25,imaginary,block_25_imag,104,115,"105,115"
26,function,play_tmstmp3,116,119,
27,imaginary,block_27_imag,120,132,
28,function,transferOwnership,133,137,
29,function,bug_tmstmp9,138,140,138
30,imaginary,block_30_imag,141,147,
31,function,bug_tmstmp24,148,156,148
32,imaginary,block_32_imag,157,157,
33,function,bug_tmstmp5,158,160,158
34,imaginary,block_34_imag,161,163,163
35,function,play_tmstmp15,164,167,
36,imaginary,block_36_imag,168,168,
37,function,bug_tmstmp28,169,177,169
38,imaginary,block_38_imag,178,179,179
39,function,play_tmstmp34,180,182,
40,imaginary,block_40_imag,183,183,
41,function,bug_tmstmp21,184,186,184
42,imaginary,block_42_imag,187,189,189
43,function,play_tmstmp10,190,192,
44,imaginary,block_44_imag,193,195,195
45,function,play_tmstmp22,196,198,
46,imaginary,block_46_imag,199,212,
47,function,bug_tmstmp25,213,215,213
48,imaginary,block_48_imag,216,216,
49,function,totalSupply,217,219,
50,imaginary,block_50_imag,220,220,220
51,function,play_tmstmp19,221,224,
52,imaginary,block_52_imag,225,225,
53,function,updateXPLPerEther,226,229,
54,imaginary,block_54_imag,230,230,230
55,function,play_tmstmp26,231,233,
56,imaginary,block_56_imag,234,234,
57,function,switchCrowdsale,235,237,
58,function,bug_tmstmp20,238,246,238
59,imaginary,block_59_imag,247,247,
60,function,getBonus,248,261,
61,function,bug_tmstmp32,262,270,262
62,imaginary,block_62_imag,271,271,
63,function,function_at_272,272,279,
64,imaginary,block_64_imag,280,280,280
65,function,play_tmstmp38,281,283,
66,imaginary,block_66_imag,284,284,
67,function,distribute,285,287,
68,function,bug_tmstmp4,288,296,288
69,imaginary,block_69_imag,297,297,
70,function,distributeWithAmount,298,301,
71,imaginary,block_71_imag,302,302,302
72,function,play_tmstmp7,303,306,
73,function,in,307,320,
74,imaginary,block_74_imag,321,321,321
75,function,play_tmstmp23,322,325,
76,imaginary,block_76_imag,326,326,
77,function,balanceOf,327,329,
78,imaginary,block_78_imag,330,330,330
79,function,play_tmstmp14,331,333,
80,imaginary,block_80_imag,334,334,
81,function,transfer,335,338,
82,imaginary,block_82_imag,339,339,339
83,function,play_tmstmp30,340,342,
84,imaginary,block_84_imag,343,343,
85,function,transferFrom,344,349,
86,function,bug_tmstmp8,350,358,350
87,imaginary,block_87_imag,359,359,
88,function,approve,360,374,
89,imaginary,block_89_imag,375,375,375
90,function,play_tmstmp39,376,379,
91,imaginary,block_91_imag,380,380,
92,function,allowance,381,383,
93,function,bug_tmstmp36,384,392,384
94,imaginary,block_94_imag,393,393,
95,function,transferEther,394,398,
96,imaginary,block_96_imag,399,399,399
97,function,play_tmstmp35,400,403,
98,imaginary,block_98_imag,404,404,
99,function,withdrawFund,405,408,
100,function,bug_tmstmp40,409,417,409
101,imaginary,block_101_imag,418,418,
102,function,burn,419,425,
103,function,bug_tmstmp33,426,428,426
104,imaginary,block_104_imag,429,430,
105,function,getForeignTokenBalance,431,435,
106,imaginary,block_106_imag,436,436,436
107,function,play_tmstmp27,437,440,
108,imaginary,block_108_imag,441,441,
109,function,withdrawForeignTokens,442,446,
110,imaginary,block_110_imag,447,447,447
111,function,play_tmstmp31,448,451,
112,imaginary,block_112_imag,452,460,"453,455,457"
