block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,31,
2,function,add,32,37,
3,imaginary,block_3_imag,38,47,
4,function,sub,48,50,
5,imaginary,block_5_imag,51,63,
6,function,sub,64,69,
7,imaginary,block_7_imag,70,79,
8,function,mul,80,92,
9,imaginary,block_9_imag,93,97,
10,function,uses,98,107,
11,imaginary,block_11_imag,108,112,
12,function,uses,113,130,
13,imaginary,block_13_imag,131,135,
14,function,uses,136,145,
15,imaginary,block_15_imag,146,150,
16,function,uses,151,164,
17,imaginary,block_17_imag,165,226,226
18,function,play_tmstmp18,227,229,
19,imaginary,block_19_imag,230,231,
20,function,bug_tmstmp29,232,234,232
21,imaginary,block_21_imag,235,236,236
22,function,play_tmstmp6,237,239,
23,imaginary,block_23_imag,240,240,
24,function,bug_tmstmp16,241,249,241
25,imaginary,block_25_imag,250,250,
26,function,bug_tmstmp24,251,259,251
27,imaginary,block_27_imag,260,260,
28,function,bug_tmstmp5,261,263,261
29,imaginary,block_29_imag,264,265,265
30,function,play_tmstmp15,266,269,
31,imaginary,block_31_imag,270,270,
32,function,bug_tmstmp28,271,279,271
33,imaginary,block_33_imag,280,281,281
34,function,play_tmstmp34,282,284,
35,imaginary,block_35_imag,285,285,
36,function,bug_tmstmp21,286,288,286
37,imaginary,block_37_imag,289,290,290
38,function,play_tmstmp10,291,293,
39,imaginary,block_39_imag,294,296,296
40,function,play_tmstmp22,297,299,
41,imaginary,block_41_imag,300,300,
42,function,bug_tmstmp12,301,309,301
43,imaginary,block_43_imag,310,311,311
44,function,play_tmstmp11,312,315,
45,imaginary,block_45_imag,316,316,
46,function,bug_tmstmp1,317,319,317
47,imaginary,block_47_imag,320,321,321
48,function,play_tmstmp2,322,324,
49,imaginary,block_49_imag,325,337,
50,function,initialize,338,343,
51,function,bug_tmstmp17,344,346,344
52,imaginary,block_52_imag,347,356,
53,function,bug_tmstmp37,357,359,357
54,imaginary,block_54_imag,360,381,"370,376"
55,function,transferOwnership,382,385,
56,imaginary,block_56_imag,386,386,386
57,function,play_tmstmp3,387,390,
58,imaginary,block_58_imag,391,391,
59,function,getLevelByInvestAmount,392,400,
60,function,bug_tmstmp9,401,403,401
61,imaginary,block_61_imag,404,404,
62,function,isInvestExpired,405,407,
63,function,bug_tmstmp25,408,410,408
64,imaginary,block_64_imag,411,411,
65,function,getAbortInvestAmount,412,423,
66,imaginary,block_66_imag,424,424,424
67,function,play_tmstmp19,425,428,
68,imaginary,block_68_imag,429,429,
69,function,getStaticCommissionRatio,430,456,
70,imaginary,block_70_imag,457,457,457
71,function,play_tmstmp26,458,460,
72,imaginary,block_72_imag,461,461,
73,function,getDynamicCommissionRatio,462,492,
74,function,bug_tmstmp20,493,501,493
75,imaginary,block_75_imag,502,502,
76,function,getAvaliableStaticCommissionAmount,503,515,
77,function,bug_tmstmp32,516,524,516
78,imaginary,block_78_imag,525,525,
79,function,addInvestRecord,526,533,
80,imaginary,block_80_imag,534,534,534
81,function,play_tmstmp38,535,537,
82,imaginary,block_82_imag,538,538,
83,function,addStaticCommissionRecord,539,546,
84,function,bug_tmstmp4,547,555,547
85,imaginary,block_85_imag,556,556,
86,function,addDynamicCommissionRecord,557,564,
87,imaginary,block_87_imag,565,565,565
88,function,play_tmstmp7,566,569,
89,imaginary,block_89_imag,570,570,
90,function,invest,571,628,
91,imaginary,block_91_imag,629,629,629
92,function,play_tmstmp23,630,633,
93,imaginary,block_93_imag,634,634,
94,function,userWithdraw,635,654,
95,imaginary,block_95_imag,655,655,655
96,function,play_tmstmp14,656,658,
97,imaginary,block_97_imag,659,659,
98,function,userWithdrawCommission,660,681,
99,imaginary,block_99_imag,682,682,682
100,function,play_tmstmp30,683,685,
101,imaginary,block_101_imag,686,686,
102,function,engineerWithdraw,687,694,
103,function,bug_tmstmp8,695,703,695
104,imaginary,block_104_imag,704,704,
105,function,operatorWithdraw,705,712,
106,imaginary,block_106_imag,713,713,713
107,function,play_tmstmp39,714,717,
108,imaginary,block_108_imag,718,718,
109,function,getSummary,719,727,
110,function,bug_tmstmp36,728,736,728
111,imaginary,block_111_imag,737,737,
112,function,getUserByAddress,738,754,
113,imaginary,block_113_imag,755,755,755
114,function,play_tmstmp35,756,759,
115,imaginary,block_115_imag,760,760,
116,function,getUserByIndex,761,764,
117,function,bug_tmstmp40,765,773,765
118,imaginary,block_118_imag,774,774,
119,function,getInvestRecords,775,794,
120,function,bug_tmstmp33,795,797,795
121,imaginary,block_121_imag,798,798,
122,function,getStaticCommissionRecords,799,818,
123,imaginary,block_123_imag,819,819,819
124,function,play_tmstmp27,820,823,
125,imaginary,block_125_imag,824,824,
126,function,getDynamicCommissionRecords,825,844,
127,imaginary,block_127_imag,845,845,845
128,function,play_tmstmp31,846,849,
129,imaginary,block_129_imag,850,850,
130,function,calcDynamicCommission,851,900,
131,function,bug_tmstmp13,901,903,901
132,imaginary,block_132_imag,904,904,
133,function,calcDynamicCommissionBegin,905,910,
134,imaginary,block_134_imag,911,912,911
135,function,calcDynamicCommissionRange,913,948,
136,imaginary,block_136_imag,949,950,949
137,function,calcDynamicCommissionEnd,951,960,
138,imaginary,block_138_imag,961,962,961
