block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,28,
2,function,rejects,29,40,
3,imaginary,block_3_imag,41,41,
4,function,recover,42,81,
5,imaginary,block_5_imag,82,94,
6,function,bug_unchk7,95,99,95
7,imaginary,block_7_imag,100,103,102
8,function,withdrawLeftOver_unchk45,104,107,
9,imaginary,block_9_imag,108,120,117
10,function,sendToWinner_unchk8,121,125,
11,imaginary,block_11_imag,126,129,
12,function,owner,130,132,
13,function,bug_unchk39,133,134,133
14,imaginary,block_14_imag,135,146,
15,function,isOwner,147,149,
16,function,my_func_uncheck36,150,152,150
17,imaginary,block_17_imag,153,157,
18,function,transferOwnership,158,160,
19,function,my_func_unchk35,161,163,161
20,imaginary,block_20_imag,164,167,
21,function,_transferOwnership,168,172,
22,imaginary,block_22_imag,173,176,173
23,function,sendToWinner_unchk44,177,181,
24,imaginary,block_24_imag,182,184,
25,function,function_at_185,185,187,
26,imaginary,block_26_imag,188,197,
27,function,my_func_unchk23,198,200,198
28,imaginary,block_28_imag,201,207,
29,function,UncheckedExternalCall_unchk40,208,216,208
30,imaginary,block_30_imag,217,219,
31,function,from,220,230,
32,imaginary,block_32_imag,231,234,
33,function,unhandledsend_unchk14,235,237,235
34,imaginary,block_34_imag,238,238,
35,function,bug_unchk30,239,246,239
36,imaginary,block_36_imag,247,248,
37,function,callnotchecked_unchk13,249,251,249
38,imaginary,block_38_imag,252,259,258
39,function,withdrawLeftOver_unchk33,260,263,
40,imaginary,block_40_imag,264,264,
41,function,execute,265,283,
42,function,bug_unchk27,284,285,284
43,imaginary,block_43_imag,286,286,
44,function,setRelayer,287,291,
45,function,bug_unchk31,292,296,292
46,imaginary,block_46_imag,297,298,
