block_id,block_type,name,start_line,end_line,vulnerable_lines_in_block
1,imaginary,block_1_imag,1,31,
2,function,bug_unchk42,32,39,32
3,imaginary,block_3_imag,40,43,42
4,function,withdrawLeftOver_unchk33,44,47,
5,imaginary,block_5_imag,48,54,53
6,function,withdrawLeftOver_unchk9,55,58,
7,imaginary,block_7_imag,59,64,
8,function,changeOwner,65,68,
9,function,callnotchecked_unchk25,69,71,69
10,imaginary,block_10_imag,72,80,
11,function,unhandledsend_unchk2,81,83,81
12,imaginary,block_12_imag,84,85,
13,function,bug_unchk27,86,87,86
14,imaginary,block_14_imag,88,94,
15,function,setIsActive,95,99,
16,function,bug_unchk19,100,104,100
17,imaginary,block_17_imag,105,136,
18,function,unhandledsend_unchk26,137,139,137
19,imaginary,block_19_imag,140,152,149
20,function,sendToWinner_unchk20,153,157,
21,imaginary,block_21_imag,158,180,
22,function,bug_unchk43,181,185,181
23,imaginary,block_23_imag,186,186,
24,function,my_func_uncheck48,187,189,187
25,imaginary,block_25_imag,190,190,
26,function,withdrawBal_unchk17,191,193,191
27,imaginary,block_27_imag,194,194,
28,function,callnotchecked_unchk37,195,197,195
29,imaginary,block_29_imag,198,204,
30,function,bug_unchk31,205,209,205
31,imaginary,block_31_imag,210,212,211
32,function,withdrawLeftOver_unchk45,213,216,
33,imaginary,block_33_imag,217,217,
34,function,callnotchecked_unchk13,218,220,218
35,imaginary,block_35_imag,221,243,240
36,function,sendToWinner_unchk32,244,248,
37,imaginary,block_37_imag,249,250,
38,function,unhandledsend_unchk38,251,253,251
39,imaginary,block_39_imag,254,256,
40,function,cash_unchk46,257,261,257
41,imaginary,block_41_imag,262,262,
42,function,withdrawAllFunds,263,265,
43,function,UncheckedExternalCall_unchk4,266,274,266
44,imaginary,block_44_imag,275,275,
45,function,setLimits,276,283,
46,function,bug_unchk7,284,288,284
47,imaginary,block_47_imag,289,289,
48,function,setSwapsContract,290,296,
49,function,my_func_unchk23,297,299,297
50,imaginary,block_50_imag,300,303,
51,function,releaseSwap,304,317,
52,function,unhandledsend_unchk14,318,320,318
53,imaginary,block_53_imag,321,321,
54,function,returnSwap,322,335,
55,function,bug_unchk30,336,343,336
56,imaginary,block_56_imag,344,348,
57,function,function_at_349,349,351,
58,imaginary,block_58_imag,352,355,352
59,function,sendToWinner_unchk8,356,360,
60,imaginary,block_60_imag,361,395,
61,function,bug_unchk3,396,397,396
62,imaginary,block_62_imag,398,410,
63,function,bug_unchk39,411,412,411
64,imaginary,block_64_imag,413,413,
65,function,availableFunds,414,416,
66,function,my_func_uncheck36,417,419,417
67,imaginary,block_67_imag,420,420,
68,function,withdrawFunds,421,427,
69,function,my_func_unchk35,428,430,428
70,imaginary,block_70_imag,431,431,
71,function,sendFundsToSwap,432,437,
72,imaginary,block_72_imag,438,441,438
73,function,sendToWinner_unchk44,442,446,
74,imaginary,block_74_imag,447,448,
75,function,is,449,456,
76,function,UncheckedExternalCall_unchk40,457,465,457
77,imaginary,block_77_imag,466,467,
